"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68","Age69","Age70"
1930,2.13187,1187,2461.13,3791.43,4972.82,5547.39,6502.36,6589.77,6469.31,6267.27,6004.07,5729.93,5477.22,5254.67,5024.45,4790.64,4525.6,4242.97,3982.94,3748.27,3539.95,3347.84,3171.26,3006.19,2847.64,2692.95,2541.66,2393.83,2250.01,2111.96,1980.1,1854.86,1736.75,1625.67,1521.43,1423.77,1332.2,1246.19,1165.39,1089.47,1018.16,953.864,890.722,831.551,776.162,724.397,676.026,630.808,588.528,548.992,512.024,477.466,445.169,414.993,386.808,360.489,335.919,312.986,291.586,271.621,252.997,235.628,219.431,204.33,190.254,177.133,164.906,153.512,142.896,133.007,1787.64
1931,2.08333,1176.21,2514.69,3689.37,4748.59,5587.42,5752.98,6458.39,6358.74,6126.37,5873.05,5597.68,5330.53,5090.59,4880.43,4663.13,4442.52,4193.47,3928.97,3686.24,3467.69,3274.03,3095.71,2932,2779.1,2632.33,2489.21,2349.28,2212.58,2079.61,1951.99,1830.1,1714.34,1605.16,1502.5,1406.16,1315.89,1231.25,1151.76,1077.08,1006.92,941.009,881.586,823.229,768.541,717.349,669.506,624.801,583.009,543.933,507.392,473.226,441.287,411.437,383.547,357.498,333.173,310.465,289.27,269.492,251.039,233.826,217.773,202.804,188.847,175.837,163.711,152.41,141.88,132.068,1775.11
1932,1.99666,1149.57,2494.76,3775.9,4631.03,5365.33,5868.21,5788.13,6313.58,6098.34,5805.82,5526.04,5244.48,4980.7,4747.42,4544.66,4337.09,4127.96,3893.67,3646.07,3419.45,3215.8,3035.57,2869.83,2717.78,2575.86,2439.7,2306.96,2177.23,2050.5,1927.24,1808.96,1695.99,1588.7,1487.52,1392.37,1303.09,1219.44,1141.01,1067.34,998.135,933.114,872.036,816.968,762.889,712.209,664.77,620.434,579.005,540.276,504.064,470.202,438.54,408.942,381.279,355.435,331.294,308.753,287.709,268.067,249.739,232.639,216.688,201.811,187.939,175.005,162.949,151.711,141.239,131.48,1767.39
1933,1.99319,1101.72,2438.81,3747.18,4740.69,5224.09,5613.3,5880.94,5635.95,6031.75,5759.64,5447.79,5166.6,4892.84,4639.68,4416.84,4223.64,4027.11,3830.18,3610.84,3379.88,3168.9,2979.55,2812.16,2658.33,2517.31,2385.73,2259.54,2136.55,2016.36,1898.96,1784.8,1675.25,1570.62,1471.26,1377.56,1289.44,1206.76,1129.29,1056.66,988.434,924.344,864.129,807.567,756.57,706.489,659.556,615.624,574.565,536.199,500.334,466.799,435.44,406.119,378.709,353.092,329.157,306.802,285.927,266.438,248.249,231.276,215.44,200.668,186.891,174.045,162.067,150.902,140.495,130.797,1758.49
1934,1.97106,1099.78,2334.04,3655.99,4695.03,5352.38,5479.31,5639.95,5741.23,5397.92,5709.17,5413.64,5099.56,4823.98,4560.11,4318,4105.81,3922.52,3737.26,3552.56,3347.78,3132.74,2936.58,2760.71,2605.34,2462.65,2331.89,2209.92,2092.97,1979.01,1867.66,1758.9,1653.15,1551.67,1454.76,1362.72,1275.93,1194.32,1117.73,1045.98,978.7,915.511,856.15,800.377,747.988,700.754,654.367,610.896,570.205,532.176,496.64,463.421,432.36,403.315,376.157,350.769,327.042,304.873,284.167,264.832,246.782,229.934,214.213,199.545,185.863,173.103,161.204,150.111,139.769,130.13,1749.9
1935,2.34107,1087.4,2323.13,3484.59,4558.45,5269.52,5542.37,5433.95,5433.87,5428.65,5051.12,5315.73,5030.26,4734.4,4475.83,4228.02,4000.38,3800.87,3628.79,3455.59,3283.53,3093.36,2894.08,2712.47,2549.76,2406.08,2274.19,2153.35,2040.67,1932.64,1827.38,1724.55,1624.12,1526.46,1432.75,1343.26,1258.28,1178.14,1102.78,1032.06,965.808,903.686,845.34,790.529,739.031,690.657,647.043,604.211,564.073,526.501,491.386,458.574,427.901,399.221,372.402,347.326,323.884,301.975,281.506,262.387,244.533,227.866,212.31,197.794,184.251,171.618,159.835,148.848,138.605,129.056,1735.93
1936,1.77553,1291.35,2290.78,3455.21,4325.66,5094.99,5408.94,5447.67,5188.43,5093.12,5040.16,4672.47,4913.93,4651.4,4378.67,4138.61,3907.38,3694.58,3508.16,3347.63,3186.62,3027.09,2851.19,2667.12,2499.49,2349.38,2216.89,2095.28,1983.9,1880.05,1780.5,1683.51,1588.76,1496.23,1406.26,1319.93,1237.49,1159.19,1085.36,1015.93,950.788,889.751,832.521,778.77,728.274,680.832,636.268,596.088,556.63,519.652,485.038,452.689,422.461,394.204,367.782,343.075,319.974,298.378,278.194,259.337,241.724,225.276,209.922,195.591,182.218,169.741,158.103,147.248,137.127,127.69,1718.12
1937,1.79257,979.606,2737.72,3437.44,4331.79,4854.91,5268.8,5356.8,5241.28,4899.43,4760.86,4689.68,4340.4,4562.34,4316.97,4061.56,3836.14,3619.14,3419.83,3245.59,3095.86,2946.12,2798.05,2635.08,2464.7,2309.63,2170.81,2048.31,1935.9,1832.95,1736.98,1644.99,1555.38,1467.83,1382.34,1299.21,1219.45,1143.28,1070.95,1002.74,938.595,878.408,822.017,769.144,719.485,672.833,629.002,587.831,550.71,514.255,480.092,448.114,418.227,390.301,364.194,339.784,316.958,295.615,275.663,257.016,239.594,223.322,208.127,193.941,180.701,168.346,156.819,146.067,136.039,126.688,1705.29
1938,2.28536,989.009,2079.24,4114.85,4316.56,4853.26,4997.78,5193.89,5129.76,4926.9,4561.62,4415.77,4346.2,4023.22,4229.41,4000.87,3762.04,3550.88,3347.93,3161.94,2999.68,2860.48,2721.57,2584.41,2433.63,2276.11,2132.79,2004.53,1891.36,1787.53,1692.45,1603.82,1518.87,1436.12,1355.28,1276.35,1199.59,1125.95,1055.62,988.828,925.846,866.622,811.05,758.983,710.164,664.313,621.238,580.769,542.754,508.48,474.82,443.278,413.751,386.157,360.371,336.267,313.728,292.653,272.946,254.524,237.307,221.222,206.197,192.167,179.069,166.844,155.437,144.794,134.866,125.607,1691.5
1939,2.20046,1260.88,2098.48,3123.64,5164.56,4836.58,4997.61,4928.27,4975.34,4823.55,4588.4,4231.8,4092.87,4028.86,3729.73,3919.72,3705.78,3482.23,3284.72,3095.42,2922.32,2771.56,2642.41,2513.72,2386.79,2247.37,2101.8,1969.38,1850.9,1746.37,1650.48,1562.68,1480.83,1402.39,1325.98,1251.34,1178.45,1107.59,1039.59,974.651,912.985,854.834,800.152,748.842,700.768,655.694,613.36,573.589,536.224,501.125,469.479,438.402,409.278,382.016,356.538,332.731,310.475,289.665,270.206,252.011,235.002,219.106,204.254,190.382,177.428,165.335,154.047,143.515,133.688,124.522,1677.73
1940,2.06586,1213.99,2673.72,3149.86,3916.33,5775.85,4959.61,4907.13,4700.59,4658.77,4475.43,4243.62,3913.05,3787.21,3729.75,3452.64,3626.89,3426.83,3218.17,3034.12,2858.15,2697.56,2557.87,2438.32,2319.33,2202.05,2073.32,1938.95,1816.74,1707.41,1610.96,1522.5,1441.49,1365.99,1293.63,1223.14,1154.29,1087.05,1021.68,958.954,899.054,842.171,788.53,738.089,690.759,646.414,604.836,565.785,529.099,494.632,462.255,433.064,404.397,377.533,352.386,328.884,306.923,286.393,267.198,249.248,232.464,216.775,202.111,188.411,175.615,163.666,152.51,142.099,132.383,123.319,1662.46
1941,1.82001,1139.8,2574.2,4013.14,3950.11,4395.58,5972.73,4911.66,4721.08,4438.65,4354.78,4164.21,3942.07,3633.15,3515.02,3459.75,3200.42,3359.47,3172.1,2977.41,2806.03,2642.54,2493.55,2364.08,2253.36,2143.23,2034.75,1915.73,1791.53,1678.58,1577.54,1488.42,1406.67,1331.82,1262.06,1195.2,1130.07,1066.46,1004.34,943.939,885.986,830.644,778.089,728.53,681.927,638.198,597.227,558.813,522.733,488.839,456.994,427.082,400.112,373.626,348.806,325.572,303.858,283.568,264.601,246.866,230.282,214.776,200.28,186.732,174.075,162.252,151.212,140.906,131.286,122.31,1649.9
1942,1.83914,1004.11,2411.58,3851.93,5016.37,4436.45,4556.12,5929.24,4736.98,4468.5,4157.36,4058.1,3872.21,3662.26,3373.03,3260.95,3207.09,2964.39,3109.64,2934.67,2753.47,2594.24,2442.58,2304.53,2184.65,2082.18,1980.31,1880.01,1769.99,1655.21,1550.84,1457.47,1375.12,1299.59,1230.44,1165.98,1104.21,1044.04,985.267,927.876,872.075,818.534,767.405,718.851,673.065,630.01,589.61,551.759,516.269,482.936,451.623,422.202,394.567,369.65,345.181,322.25,300.785,280.725,261.98,244.456,228.072,212.75,198.424,185.032,172.516,160.822,149.899,139.7,130.178,121.291,1637.29
1943,1.9052,1014.46,2100.55,3575.63,4774.23,5596.73,4541.2,4468.55,5651.03,4433.04,4143.49,3841.97,3748.62,3578.63,3385.66,3117.81,3012.71,2961.06,2735.32,2867.9,2705.48,2537.71,2390.47,2250.4,2122.99,2012.4,1917.91,1824.02,1731.59,1630.22,1524.48,1428.34,1342.34,1266.49,1196.92,1133.23,1073.86,1016.97,961.555,907.424,854.567,803.174,753.863,706.774,662.056,619.887,580.234,543.026,508.165,475.479,444.78,415.941,388.845,363.392,340.445,317.909,296.789,277.021,258.545,241.281,225.142,210.052,195.941,182.747,170.413,158.885,148.115,138.056,128.662,119.893,1619.63
1944,1.92055,1050.53,2075.12,3044.53,4335.75,5323.47,5749.1,4469.7,4274,5305.88,4120.67,3833.97,3549.13,3461.07,3302.83,3122.94,2873.8,2774.87,2725.53,2516.44,2637.38,2487.31,2332.59,2196.93,2067.99,1950.76,1849.05,1762.16,1675.85,1590.9,1497.75,1400.59,1312.25,1233.24,1163.55,1099.63,1041.11,986.57,934.303,883.393,833.661,785.1,737.885,692.582,649.321,608.238,569.497,533.067,498.884,466.857,436.828,408.624,382.129,357.236,333.853,312.77,292.066,272.664,254.502,237.528,221.667,206.841,192.977,180.013,167.892,156.56,145.97,136.075,126.833,118.203,1598.12
1945,2.08819,1058.67,2107.38,2948.86,3622,4830.26,5480.48,5671.12,4284.59,4021.1,4938.88,3814.76,3540.27,3273.04,3188.9,3040.38,2872.23,2640.94,2548.29,2501.66,2308.83,2419.1,2280.98,2138.79,2014.19,1895.83,1788.27,1694.97,1615.28,1536.14,1458.25,1372.85,1283.78,1202.81,1130.38,1066.5,1007.91,954.274,904.281,856.373,809.709,764.125,719.614,676.337,634.813,595.16,557.504,521.995,488.603,457.271,427.916,400.391,374.54,350.255,327.438,306.006,286.682,267.704,249.92,233.274,217.716,203.178,189.588,176.881,164.998,153.888,143.501,133.794,124.725,116.254,1573.17
1946,1.82941,1151.14,2132.67,3007.5,3522.3,4031,4956.75,5388.75,5418.75,4018.63,3733.11,4563.08,3517.78,3262.22,3014.35,2934.9,2796.05,2639.41,2425.27,2338.97,2295.27,2117.74,2218.43,2091.47,1960.88,1846.52,1737.92,1639.26,1553.69,1480.62,1408.05,1336.64,1258.36,1176.72,1102.49,1036.1,977.545,923.843,874.678,828.855,784.943,742.17,700.388,659.59,619.923,581.863,545.517,511.002,478.454,447.848,419.13,392.223,366.994,343.299,321.04,300.126,280.481,262.769,245.375,229.074,213.816,199.556,186.23,173.774,162.127,151.235,141.052,131.532,122.634,114.322,1548.5
1947,1.91902,1008.72,2367.68,3108.29,3664.24,3899.57,4069.38,4794.48,5065.06,5003,3680.99,3413.97,4178.76,3227.9,2997.51,2771.1,2697.61,2568.75,2423.51,2225.81,2145.8,2105.11,1941.89,2033.93,1917.32,1797.48,1692.55,1592.95,1502.48,1424.03,1357.03,1290.51,1225.06,1153.31,1078.47,1010.44,949.593,895.927,846.708,801.648,759.65,719.404,680.202,641.909,604.518,568.162,533.28,499.969,468.336,438.505,410.455,384.134,359.474,336.352,314.635,294.234,275.067,257.062,240.829,224.887,209.948,195.963,182.894,170.681,159.265,148.59,138.608,129.274,120.549,112.395,1523.99
1948,1.85147,1058.64,2131.73,3539.39,3876.56,4105.41,4022.47,4020.37,4601.88,4771.95,4666.62,3418.38,3165.81,3873.64,2991.42,2776.53,2565.05,2495.23,2374.51,2239.1,2055.64,1981.18,1943.21,1792.29,1877.04,1769.3,1658.62,1561.74,1469.8,1386.3,1313.9,1252.07,1190.69,1130.29,1064.09,995.038,932.268,876.126,826.611,781.2,739.625,700.877,663.744,627.576,592.245,557.747,524.204,492.02,461.287,432.101,404.579,378.698,354.414,331.662,310.329,290.292,271.47,253.785,237.173,222.196,207.488,193.704,180.802,168.743,157.476,146.942,137.093,127.884,119.272,111.222,1509.77
1949,2.10362,1021.16,2223.99,3162.06,4372.64,4328.61,4211.09,3951.46,3836.79,4311.23,4428.05,4313.95,3157.49,2924.72,3579.04,2763.16,2563.22,2366.42,2300.57,2188.16,2062.57,1893.04,1824.09,1788.88,1649.77,1727.65,1628.4,1526.48,1437.28,1352.65,1275.78,1209.14,1152.23,1095.74,1040.15,979.229,915.686,857.921,806.255,760.689,718.899,680.64,644.981,610.81,577.526,545.013,513.266,482.398,452.781,424.499,397.64,372.313,348.496,326.149,305.211,285.579,267.141,249.82,233.545,218.259,204.476,190.94,178.256,166.382,155.286,144.917,135.224,126.16,117.685,109.76,1491.72
1950,2.29482,1160.18,2143.41,3295.21,3900.88,4876.26,4428.23,4125.59,3760.77,3584.95,3991.05,4085.31,3978.44,2913.44,2699.6,3303.13,2548.91,2362.98,2180.22,2118.49,2014.19,1898.05,1741.68,1678,1645.44,1517.37,1588.92,1497.59,1403.82,1321.76,1243.91,1173.22,1111.92,1059.59,1007.63,956.515,900.487,842.053,788.932,741.421,699.519,661.089,625.906,593.115,561.691,531.084,501.185,471.991,443.606,416.37,390.362,365.664,342.373,320.472,299.921,280.667,262.614,245.659,229.73,214.765,200.707,188.033,175.586,163.921,153.003,142.798,133.263,124.349,116.015,108.221,1472.7
1951,2.23854,1265.65,2433.77,3173.37,4062.25,4361.46,5019.75,4365.9,3951.66,3535.74,3336.82,3698.33,3780.04,3679.72,2693.91,2494.91,3050.57,2352.31,2179.32,2009.73,1952.06,1855.43,1748.08,1603.84,1545.04,1514.94,1396.96,1462.78,1378.66,1292.31,1216.76,1145.08,1079.99,1023.57,975.387,927.558,880.501,828.924,775.133,726.234,682.498,643.926,608.55,576.163,545.978,517.052,488.877,461.354,434.48,408.351,383.28,359.339,336.603,315.163,295.003,276.086,258.362,241.743,226.135,211.473,197.697,184.756,173.089,161.631,150.894,140.843,131.45,122.672,114.467,106.795,1455.28
1952,2.79833,1233.93,2616.67,3535.36,3821.96,4498.88,4415.99,4866.57,4111.56,3654.06,3241.37,3051.51,3384.01,3463.35,3374.52,2470.99,2287.75,2795.73,2154.56,1995.13,1839.17,1785.89,1697.13,1598.71,1466.64,1412.77,1385.18,1277.25,1337.4,1260.46,1181.5,1112.42,1046.88,987.368,935.777,891.729,848.001,804.979,757.825,708.648,663.942,623.958,588.694,556.352,526.743,499.147,472.702,446.944,421.782,397.213,373.325,350.404,328.517,307.731,288.131,269.699,252.405,236.201,221.008,206.739,193.334,180.739,168.909,158.242,147.767,137.951,128.762,120.175,112.15,104.649,1428.09
1953,2.21726,1543.27,2582.76,3862.88,4343.49,4274.37,4638.05,4360.3,4668.38,3871.06,3405.17,3006.11,2824.79,3130.43,3202.22,3118.1,2281.5,2110.72,2577.7,1985.5,1837.85,1693.7,1644.3,1562.35,1471.6,1349.93,1300.27,1274.83,1175.48,1230.8,1159.98,1087.31,1023.72,963.406,908.639,861.159,820.622,780.38,740.788,697.394,652.138,610.997,574.201,541.749,511.986,484.739,459.343,435.007,411.303,388.147,365.538,343.554,322.462,302.319,283.191,265.154,248.192,232.277,217.365,203.384,190.253,177.917,166.326,155.439,145.624,135.984,126.95,118.494,110.591,103.207,1410.51
1954,2.62802,1223.16,3252.51,3847.24,4799.03,4887.99,4459.19,4635.01,4233.78,4447.67,3646.25,3186.92,2803.59,2629.04,2909.23,2972.33,2891.17,2113.57,1953.96,2384.98,1836.32,1699.28,1565.68,1519.79,1443.9,1359.92,1247.42,1201.49,1177.95,1086.13,1137.23,1071.79,1004.63,945.878,890.143,839.539,795.669,758.213,721.031,684.45,644.356,602.541,564.529,530.532,500.548,473.048,447.873,424.409,401.923,380.022,358.628,337.737,317.426,297.937,279.327,261.654,244.988,229.316,214.611,200.834,187.916,175.783,164.385,153.677,143.618,134.548,125.642,117.295,109.482,102.181,1398.59
1955,4.07694,1449.51,2567.17,4818.57,4747.41,5379.6,5061.29,4422.53,4466.18,4003.58,4161.16,3393.04,2958.34,2599.4,2435.5,2692.77,2748.78,2671.58,1951.72,1803.39,2200.32,1693.66,1566.94,1443.53,1401.08,1331.01,1253.54,1149.8,1107.43,1085.72,1001.07,1048.16,987.836,925.935,871.781,820.411,773.769,733.335,698.813,664.544,630.828,593.875,555.336,520.302,488.968,461.333,435.988,412.785,391.159,370.435,350.25,330.531,311.278,292.558,274.596,257.444,241.155,225.795,211.351,197.798,185.1,173.194,162.012,151.507,141.637,132.366,124.007,115.799,108.106,100.905,1383.2
1956,3.39473,2248.81,3047.24,3811.46,5961.71,5327.07,5579.83,5028.37,4268.88,4230.56,3751.57,3877.51,3153.36,2745.63,2410.17,2256.12,2492.18,2541.93,2468.86,1802.66,1665,2030.89,1562.92,1445.77,1331.77,1292.51,1227.81,1156.3,1060.58,1021.48,1001.44,923.35,966.781,911.135,854.038,804.087,756.705,713.684,676.389,644.548,612.939,581.841,547.758,512.212,479.898,450.997,425.508,402.131,380.73,360.784,341.669,323.051,304.864,287.105,269.839,253.272,237.452,222.428,208.261,194.938,182.438,170.726,159.744,149.431,139.742,130.638,122.087,114.378,106.806,99.7109,1368.85
1957,3.58191,1871.27,4626.47,4398.26,4559.05,6665.17,5523.65,5541.77,4852.12,4041.49,3959.18,3487.72,3591.4,2914.12,2533.29,2220.89,2076.65,2291.84,2335.92,2267.52,1655,1528.17,1863.61,1433.98,1326.36,1221.68,1185.6,1126.21,1060.59,972.774,936.903,918.509,846.883,886.714,835.674,783.304,737.488,694.03,654.572,620.365,591.161,562.17,533.648,502.388,469.786,440.149,413.641,390.264,368.823,349.195,330.9,313.369,296.293,279.612,263.325,247.489,232.294,217.784,204.004,191.011,178.792,167.327,156.585,146.513,137.053,128.167,119.818,111.975,104.904,97.9596,1346.92
1958,3.28323,1975.69,3933.08,6867,5439.22,5107.29,6887.35,5466.88,5328.75,4579.07,3774.63,3679.4,3234.67,3328.03,2698.79,2344.45,2053.72,1918.86,2116.3,2155.87,2091.93,1526.4,1409.13,1718.19,1321.95,1222.65,1126.1,1092.8,1038.03,977.534,896.58,863.51,846.552,780.533,817.241,770.198,721.93,679.703,639.649,603.282,571.756,544.84,518.121,491.834,463.023,432.975,405.66,381.23,359.684,339.924,321.833,304.972,288.814,273.076,257.703,242.692,228.096,214.092,200.719,188.019,176.044,164.782,154.216,144.315,135.033,126.314,118.124,110.429,103.201,96.6839,1331.67
1959,4.81305,1811.31,4165.96,5862.56,8539.65,6136.85,5359,6923.29,5339.71,5106.03,4335.13,3547.43,3442.54,3017.79,3098.63,2508.85,2176.76,1904.96,1778.55,1960.47,1996.32,1936.56,1412.74,1304.02,1589.86,1223.12,1131.18,1041.82,1010.98,960.302,904.32,829.421,798.824,783.132,722.057,756.012,712.493,667.84,628.777,591.724,558.081,528.917,504.018,479.3,454.983,428.33,400.534,375.266,352.666,332.734,314.454,297.719,282.122,267.175,252.616,238.394,224.508,211.006,198.051,185.68,173.932,162.853,152.436,142.661,133.502,124.915,116.85,109.274,102.155,95.4685,1321.33
1960,3.24157,2654.94,3809.19,6188.08,7258.47,9600.7,6392.74,5347.47,6712.26,5079.69,4802.79,4052.17,3304.72,3200.75,2801.96,2873.64,2324.28,2014.84,1762.02,1644.2,1811.66,1844.26,1788.68,1304.67,1204.14,1467.98,1129.3,1044.38,961.843,933.361,886.558,834.866,765.715,737.464,722.975,666.59,697.936,657.759,616.536,580.474,546.266,515.208,488.285,465.298,442.479,420.03,395.425,369.764,346.437,325.573,307.173,290.297,274.848,260.448,246.65,233.209,220.08,207.26,194.796,182.836,171.416,160.57,150.343,140.725,131.701,123.246,115.319,107.873,100.879,94.3073,1307.96
1961,3.57662,1787.91,5571.39,5642.27,7634.45,8138.54,9947.21,6344.16,5155.94,6351.17,4755,4471.17,3762.7,3064.71,2965.58,2593.78,2657.78,2147.93,1860.71,1626.36,1517.02,1671.05,1700.77,1649.27,1202.86,1110.1,1353.26,1041,962.697,886.601,860.334,817.185,769.534,705.79,679.748,666.392,614.419,643.311,606.277,568.281,535.041,503.511,474.883,450.067,428.879,407.847,387.154,364.475,340.823,319.321,300.091,283.13,267.576,253.335,240.063,227.344,214.956,202.854,191.038,179.549,168.526,157.999,148.002,138.575,129.711,121.393,113.6,106.293,99.4302,92.9832,1292.51
1962,4.91823,1973.19,3772.76,8312.45,7024.23,8609.74,8528.34,9985.7,6188.2,4933.99,6006.06,4464.9,4180.79,3509.05,2852.78,2756.46,2408.02,2465.08,1990.74,1723.59,1505.91,1404.26,1546.52,1573.8,1525.99,1112.87,1026.99,1251.9,963.006,890.55,820.146,795.841,755.921,711.839,652.873,628.782,616.425,568.349,595.074,560.817,525.669,494.921,465.755,439.275,416.319,396.72,377.265,358.124,337.145,315.266,295.377,277.589,261.9,247.512,234.339,222.062,210.297,198.838,187.644,176.713,166.086,155.889,146.151,136.904,128.184,119.985,112.29,105.082,98.3227,91.9745,1281.6
1963,3.07393,2712.62,4127.94,5565.81,10209.4,7906.09,9010.69,8550.33,9727.6,5913.83,4658.83,5629.82,4166.69,3890.5,3258.87,2645.29,2552.84,2227.97,2279.08,1839.51,1592.01,1390.55,1296.42,1427.55,1452.58,1408.35,1027.02,947.73,1155.25,888.647,821.775,756.8,734.368,697.529,656.849,602.437,580.206,568.804,524.44,549.101,517.49,485.058,456.685,429.772,405.338,384.155,366.071,348.118,330.456,311.098,290.91,272.557,256.143,241.666,228.39,216.235,204.906,194.05,183.476,173.147,163.061,153.254,143.845,134.86,126.327,118.281,110.715,103.615,96.9634,90.7265,1267.46
1964,5.04489,1695.84,5718.4,6150.96,6919.03,11524.4,8305.87,9068.93,8361.86,9332.27,5604.71,4382.1,5270.68,3889.03,3623.45,3030.22,2456.56,2368.35,2065.4,2111.61,1703.66,1474.01,1287.22,1199.91,1321.14,1344.2,1303.2,950.309,876.919,1068.92,822.225,760.344,700.222,679.463,645.376,607.737,557.392,536.822,526.272,485.226,508.042,478.795,448.788,422.537,397.636,375.029,355.43,338.698,322.088,305.746,287.836,269.157,252.177,236.99,223.596,211.312,200.066,189.584,179.54,169.757,160.2,150.868,141.795,133.089,124.776,116.881,109.437,102.436,95.8674,89.7129,1256.63
1965,3.55336,2783.09,3570.81,8507.97,7632.52,7807.64,12103.2,8356.77,8866.05,8019.33,8841.45,5269.97,4101.12,4917.71,3620.78,3368.01,2813,2278.2,2194.75,1912.95,1954.96,1576.81,1363.99,1190.96,1110.07,1222.13,1243.4,1205.43,878.989,811.092,988.665,760.486,703.247,647.637,628.435,596.906,562.093,515.528,496.504,486.746,448.782,469.884,442.834,415.08,390.801,367.771,346.861,328.735,313.259,297.896,282.782,266.217,248.941,233.236,219.19,206.802,195.441,185.039,175.345,166.055,157.006,148.167,139.537,131.145,123.093,115.404,108.103,101.217,94.7423,88.6669,1245.22
1966,50.1583,1960.33,5864.15,5317.47,10569,8619.49,8212.52,12196.6,8182.82,8516.05,7608.16,8323.14,4936.71,3829.36,4581.36,3367.35,3128.14,2610.02,2112.21,2033.7,1771.86,1810.25,1459.8,1262.58,1102.31,1027.36,1131.01,1150.65,1115.49,813.388,750.548,914.856,703.708,650.739,599.279,581.51,552.334,520.12,477.032,459.428,450.398,415.27,434.796,409.765,384.084,361.618,340.307,320.959,304.186,289.866,275.651,261.665,246.337,230.351,215.819,202.822,191.359,180.846,171.221,162.251,153.655,145.282,137.103,129.117,121.352,113.901,106.786,100.03,93.6587,87.6674,1234.28
1967,2.45242,27670.7,4125.41,8718.47,6593.26,11942.4,9082.46,8290.69,11964.3,7873.44,8091.43,7170.27,7802.83,4611.74,3568.36,4261.24,3127.72,2902.51,2419.89,1957.24,1883.73,1640.73,1675.93,1351.29,1168.61,1020.19,950.77,1046.66,1064.81,1032.25,752.681,694.525,846.563,651.174,602.157,554.538,538.094,511.097,481.287,441.416,425.126,416.77,384.264,402.332,379.171,355.407,334.618,314.899,296.995,281.475,268.224,255.07,242.128,227.945,213.152,199.705,187.678,177.071,167.343,158.437,150.137,142.182,134.435,126.866,119.476,112.291,105.397,98.8134,92.5614,86.6658,1223.24
1968,3.53055,1352.57,57978,6098.44,10730,7386.34,12356,9000.55,7982.23,11304.6,7360.56,7524.05,6651.46,7229.92,4269.62,3300.89,3938.45,2888.49,2678.69,2232.11,1804.65,1736.38,1512.07,1544.29,1245.01,1076.62,939.836,875.854,964.163,980.863,950.855,693.327,639.752,779.797,599.815,554.663,510.799,495.652,470.783,443.325,406.598,391.593,383.896,353.954,370.597,349.263,327.373,308.224,290.06,273.569,259.272,247.067,234.95,223.03,209.965,196.339,183.953,172.875,163.104,154.144,145.94,138.294,130.967,123.831,116.859,110.052,103.434,97.0834,91.0192,85.2603,1206.59
1969,2.34105,1947.9,2859.74,86724.8,7615.63,12107.8,7744.78,12411.4,8784.69,7643.35,10697,6915.77,7039.76,6206.91,6734.11,3971.01,3066.38,3655.17,2678.76,2482.83,2068.08,1671.55,1607.98,1400.06,1429.74,1152.58,996.637,869.98,810.733,892.459,907.906,880.121,641.746,592.154,721.777,555.186,513.392,472.791,458.771,435.752,410.337,376.343,362.454,355.33,327.616,343.021,323.274,303.013,285.289,268.477,253.212,239.98,228.682,217.467,206.434,194.341,181.73,170.265,160.011,150.968,142.674,135.081,128.004,121.222,114.616,108.164,101.863,95.7372,89.8593,84.2463,1195.72
1970,3.31274,1291.48,4119.23,4278.68,108269,8529.77,12476.8,7643.68,11900.5,8268.11,7123.37,9927.38,6410.22,6523.94,5751.27,6237.13,3675.57,2836.25,3378.71,2474.88,2292.97,1909.38,1542.97,1484.07,1292.04,1319.33,1063.52,919.594,802.707,748.027,823.421,837.665,812.024,592.09,546.334,665.925,512.224,473.664,436.205,423.269,402.031,378.583,347.219,334.405,327.833,302.263,316.476,298.257,279.564,263.211,247.7,233.617,221.409,210.985,200.638,190.459,179.302,167.666,157.089,147.628,139.285,131.633,124.627,118.098,111.841,105.747,99.7933,93.9803,88.3284,82.9054,1180.91
1971,2.45707,1827.07,2698.65,6067.75,5245.87,121925,8941.7,12529.9,7458.64,11391.3,7817.86,6684.19,9270.99,5967.74,6060.25,5333.62,5776.71,3400.84,2622.28,3122.08,2285.97,2117.34,1762.77,1424.28,1369.78,1192.44,1217.57,981.453,848.612,740.733,690.266,759.831,772.969,749.306,546.357,504.134,614.486,472.657,437.075,402.509,390.572,370.976,349.338,320.398,308.573,302.508,278.914,292.029,275.217,257.968,242.879,228.566,215.571,204.305,194.687,185.139,175.746,165.451,154.714,144.954,136.224,128.525,121.464,115,108.975,103.202,97.5779,92.0845,86.7205,81.5052,1166.19
