"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68","Age69","Age70"
1901,7108.53,6738.59,6385.82,6049.6,5729.31,5424.09,5133.42,4857.37,4595.13,4346.14,4109.87,3885.76,3683.45,3480.72,3288.57,3106.58,2934.46,2771.67,2617.64,2471.84,2333.8,2203.12,2079.43,1962.38,1851.65,1746.92,1647.9,1554.3,1465.84,1382.26,1303.31,1228.74,1158.33,1091.86,1029.11,969.893,914.012,861.289,811.553,764.64,720.396,678.675,646.429,608.497,572.791,539.18,507.541,477.759,449.725,423.335,398.494,375.111,353.1,332.38,312.876,294.517,277.235,260.967,245.653,231.239,217.67,204.897,192.874,181.556,170.902,160.874,151.434,142.548,134.183,126.31,2026.21
1902,7056.51,6691.39,6343.1,6011.01,5694.46,5392.48,5104.42,4830.86,4571.07,4324.33,4090.14,3867.96,3657.2,3466.93,3276.2,3095.4,2924.12,2762.11,2608.9,2463.91,2326.67,2196.74,2073.74,1957.31,1847.14,1742.91,1644.33,1551.13,1463.02,1379.76,1301.09,1226.77,1156.59,1090.31,1027.74,968.679,912.938,860.339,810.712,763.897,719.739,678.094,638.822,608.47,572.766,539.156,507.519,477.739,449.705,423.317,398.477,375.095,353.085,332.366,312.863,294.505,277.223,260.956,245.644,231.229,217.661,204.889,192.866,181.549,170.896,160.868,151.428,142.543,134.178,126.305,2026.14
1903,7002.7,6642.41,6298.6,5970.71,5658.03,5359.45,5074.18,4803.08,4545.66,4301.27,4069.26,3849.12,3640.26,3442.09,3263.12,3083.68,2913.53,2752.33,2599.85,2455.63,2319.17,2189.99,2067.7,1951.92,1842.33,1738.63,1640.53,1547.74,1460.01,1377.08,1298.71,1224.66,1154.71,1088.65,1026.27,967.372,911.78,859.313,809.804,763.092,719.027,677.463,638.264,601.299,572.731,539.124,507.488,477.71,449.678,423.292,398.454,375.073,353.064,332.347,312.845,294.488,277.208,260.941,245.63,231.216,217.649,204.878,192.856,181.539,170.887,160.859,151.42,142.535,134.171,126.298,2026.04
1904,6947.23,6591.76,6252.43,5928.74,5619.99,5324.93,5042.6,4774.15,4519.07,4276.94,4047.21,3829.2,3622.33,3426,3239.64,3071.29,2902.43,2742.3,2590.58,2447.07,2311.33,2182.88,2061.3,1946.19,1837.22,1734.07,1636.47,1544.13,1456.79,1374.22,1296.16,1222.4,1152.7,1086.86,1024.68,965.965,910.532,858.207,808.823,762.223,718.257,676.781,637.66,600.764,565.971,539.081,507.449,477.673,449.644,423.259,398.423,375.044,353.037,332.322,312.822,294.466,277.187,260.922,245.612,231.2,217.633,204.863,192.842,181.526,170.875,160.848,151.41,142.525,134.162,126.29,2025.9
1905,6890.02,6539.54,6204.68,5885.19,5580.37,5288.89,5009.62,4743.96,4491.39,4251.5,4023.97,3808.18,3603.39,3408.99,3224.4,3049.1,2890.7,2731.8,2581.09,2438.3,2303.22,2175.46,2054.57,1940.13,1831.79,1729.23,1632.14,1540.28,1453.36,1371.17,1293.45,1219.98,1150.55,1084.95,1022.98,964.456,909.192,857.017,807.768,761.287,717.426,676.044,637.006,600.184,565.457,532.71,507.4,477.627,449.601,423.219,398.386,375.01,353.005,332.291,312.793,294.439,277.162,260.899,245.59,231.179,217.614,204.845,192.825,181.511,170.86,160.834,151.397,142.513,134.151,126.279,2025.74
1906,6830.94,6485.69,6155.46,5840.16,5539.3,5251.72,4975.99,4713.2,4463.24,4225.69,4000.23,3786.46,3583.72,3391.23,3208.43,3034.79,2869.85,2720.78,2571.22,2429.38,2294.98,2167.84,2047.6,1933.81,1826.1,1724.13,1627.59,1536.22,1449.75,1367.95,1290.58,1217.43,1148.28,1082.93,1021.19,962.862,907.777,855.761,806.653,760.298,716.549,675.266,636.316,599.573,564.915,532.229,501.406,477.584,449.561,423.182,398.351,374.976,352.974,332.262,312.766,294.414,277.138,260.877,245.569,231.16,217.596,204.828,192.809,181.496,170.846,160.821,151.384,142.502,134.14,126.269,2025.58
1907,6769.82,6430.07,6104.71,5793.75,5496.83,5213.08,4941.05,4681.59,4434.33,4199.23,3975.96,3764.13,3563.28,3372.71,3191.72,3019.76,2856.38,2701.15,2560.85,2420.09,2286.59,2160.09,2040.42,1927.25,1820.15,1718.77,1622.8,1531.93,1445.93,1364.54,1287.55,1214.73,1145.88,1080.8,1019.29,961.173,906.275,854.427,805.469,759.247,715.617,674.439,635.583,598.922,564.338,531.717,500.952,471.941,449.519,423.143,398.314,374.942,352.942,332.232,312.738,294.388,277.114,260.854,245.548,231.14,217.577,204.81,192.793,181.48,170.831,160.808,151.372,142.49,134.129,126.259,2025.42
1908,6706.79,6372.53,6052.29,5745.89,5453.05,5173.03,4904.54,4648.57,4404.45,4171.9,3950.96,3741.21,3542.2,3353.43,3174.25,3004,2842.21,2688.45,2542.36,2410.31,2277.82,2152.17,2033.11,1920.48,1813.96,1713.16,1617.74,1527.4,1441.88,1360.94,1284.34,1211.87,1143.33,1078.53,1017.27,959.377,904.678,853.008,804.208,758.127,714.623,673.557,634.8,598.228,563.722,531.171,500.468,471.511,444.205,423.101,398.275,374.906,352.908,332.2,312.708,294.359,277.087,260.829,245.524,231.118,217.557,204.791,192.775,181.463,170.816,160.793,151.358,142.477,134.117,126.247,2025.24
1909,6642.51,6313.21,5998.07,5696.47,5407.96,5132.26,4867.84,4615.16,4374.28,4144.61,3925.92,3718.2,3521,3333.85,3156.29,2987.7,2827.48,2675.2,2530.48,2392.98,2268.69,2143.99,2025.72,1913.66,1807.65,1707.38,1612.5,1522.69,1437.67,1357.17,1280.98,1208.88,1140.67,1076.16,1015.16,957.504,903.014,851.529,802.895,756.962,713.589,672.64,633.987,597.507,563.084,530.605,499.967,471.067,443.812,418.11,398.246,374.878,352.882,332.176,312.685,294.338,277.068,260.81,245.507,231.102,217.541,204.777,192.761,181.451,170.804,160.782,151.348,142.467,134.108,126.239,2025.11
1910,6577.26,6252.69,5942.16,5645.35,5361.32,5089.36,4828.46,4579.65,4341.91,4115.36,3899.53,3694.09,3498.95,3313.63,3137.66,2970.63,2812.01,2661.23,2517.92,2381.71,2252.29,2135.31,2017.95,1906.63,1801.15,1701.38,1607.01,1517.71,1433.18,1353.15,1277.39,1205.68,1137.82,1073.62,1012.9,955.488,901.219,849.933,801.475,755.699,712.467,671.644,633.102,596.722,562.387,529.987,499.418,470.58,443.379,417.726,393.535,374.839,352.845,332.141,312.653,294.308,277.039,260.784,245.482,231.078,217.519,204.756,192.742,181.433,170.787,160.766,151.333,142.453,134.095,126.227,2024.92
1911,6511.31,6191.26,5885.13,5592.64,5313.07,5045,4787.09,4541.62,4307.57,4084.05,3871.3,3668.71,3475.87,3292.59,3118.42,2952.94,2795.82,2646.55,2504.66,2369.78,2241.59,2119.79,2009.7,1899.24,1794.47,1695.2,1601.29,1512.48,1428.43,1348.88,1273.56,1202.25,1134.76,1070.89,1010.47,953.322,899.289,848.213,799.943,754.336,711.254,670.564,632.142,595.868,561.628,529.312,498.818,470.047,442.906,417.305,393.161,370.393,352.796,332.096,312.61,294.268,277.002,260.748,245.449,231.047,217.491,204.729,192.717,181.409,170.765,160.745,151.313,142.435,134.078,126.211,2024.68
1912,6443.52,6129.18,5827.24,5538.87,5263.33,4999.13,4744.34,4501.72,4270.86,4050.89,3841.12,3641.59,3451.58,3270.59,3098.42,2934.68,2779.04,2631.2,2490.75,2357.21,2230.28,2109.64,1995.01,1891.4,1787.44,1688.84,1595.42,1507.04,1423.45,1344.36,1269.48,1198.6,1131.49,1067.97,1007.86,950.999,897.217,846.365,798.296,752.867,709.945,669.398,631.104,594.944,560.805,528.58,498.166,469.467,442.389,416.845,392.751,370.028,348.6,332.039,312.557,294.218,276.955,260.705,245.408,231.009,217.455,204.696,192.685,181.38,170.737,160.719,151.289,142.412,134.056,126.191,2024.37
1913,6372.53,6065.35,5768.73,5484.3,5212.59,4951.86,4700.18,4460.53,4232.39,4015.5,3809.2,3612.65,3425.66,3247.45,3077.51,2915.71,2761.73,2615.3,2476.19,2344.02,2218.36,2098.9,1985.37,1877.5,1779.99,1682.16,1589.37,1501.45,1418.28,1339.62,1265.18,1194.72,1128.01,1064.86,1005.08,948.513,894.998,844.384,796.527,751.289,708.537,668.142,629.984,593.945,559.915,527.786,497.459,468.837,441.828,416.345,392.305,369.63,348.245,328.078,312.493,294.158,276.899,260.652,245.359,230.963,217.411,204.655,192.647,181.344,170.704,160.688,151.26,142.385,134.031,126.167,2024
1914,6297.79,5998.52,5708.59,5429.14,5161.1,4903.65,4654.69,4418.01,4192.7,3978.44,3775.18,3582.06,3398.02,3222.77,3055.53,2895.87,2743.74,2598.89,2461.12,2330.22,2205.85,2087.6,1975.19,1868.35,1766.84,1675.08,1583.02,1495.7,1412.96,1334.7,1260.67,1190.62,1124.32,1061.54,1002.11,945.857,892.624,842.263,794.632,749.597,707.025,666.793,628.779,592.87,558.955,526.93,496.695,468.155,441.219,415.802,391.82,369.197,347.858,327.733,308.755,294.087,276.833,260.59,245.301,230.909,217.361,204.608,192.603,181.303,170.665,160.652,151.226,142.353,134.001,126.139,2023.56
1915,6221.43,5928.15,5645.62,5372.45,5109.05,4854.72,4608.33,4374.24,4151.77,3940.25,3739.6,3549.5,3368.83,3196.48,3032.1,2875.02,2724.93,2581.84,2445.57,2315.94,2192.77,2075.73,1964.46,1858.69,1758.15,1662.63,1576.29,1489.66,1407.49,1329.64,1255.99,1186.33,1120.42,1058.02,998.949,943.025,890.09,839.997,792.606,747.785,705.406,665.345,627.485,591.713,557.922,526.007,495.871,467.419,440.561,415.214,391.295,368.728,347.438,327.357,308.419,290.56,276.757,260.52,245.235,230.847,217.303,204.554,192.552,181.255,170.621,160.61,151.187,142.317,133.967,126.107,2023.06
1916,6145.88,5856.27,5579.33,5313.11,5055.59,4805.29,4561.3,4329.65,4109.67,3900.89,3702.96,3515.47,3337.8,3168.73,3007.15,2852.82,2705.19,2564.03,2429.42,2301.2,2179.23,2063.34,1953.22,1848.52,1748.99,1654.39,1564.51,1483.27,1401.75,1324.44,1251.18,1181.88,1116.33,1054.31,995.599,940.013,887.39,837.579,790.443,745.85,703.674,663.796,626.099,590.474,556.813,525.016,494.984,466.626,439.853,414.58,390.728,368.221,346.985,326.951,308.055,290.233,273.428,260.439,245.16,230.777,217.237,204.492,192.495,181.201,170.57,160.563,151.143,142.275,133.928,126.071,2022.5
1917,6066.1,5785.02,5511.33,5250.26,4998.72,4748.41,4500.3,4271.41,4054.33,3848.98,3655.64,3473.09,3300.08,3135.53,2978.18,2827.17,2682.5,2543.87,2411.22,2284.66,2164.11,2049.42,1940.44,1836.88,1738.43,1644.84,1555.89,1471.36,1394.96,1318.31,1245.6,1176.72,1111.55,1049.91,991.58,936.366,884.092,834.604,787.761,743.432,701.494,661.83,624.327,588.875,555.37,523.713,493.808,465.564,438.894,413.714,389.945,367.512,346.344,326.371,307.529,289.757,272.995,257.189,244.973,230.602,217.074,204.339,192.352,181.068,170.445,160.446,151.034,142.173,133.832,125.981,2021.1
1918,5986.43,5709.55,5432.39,5171.09,4923.21,4688.85,4436.83,4204.48,3990.43,3788.48,3599.48,3422.54,3255.36,3096.14,2943.71,2797.12,2655.85,2520.2,2390.06,2265.48,2146.6,2033.34,1925.6,1823.22,1725.94,1633.44,1545.52,1461.94,1382.54,1310.76,1238.74,1170.43,1105.71,1044.48,986.568,931.766,879.889,830.774,784.276,740.263,698.612,659.208,621.939,586.7,553.388,521.906,492.16,464.06,437.521,412.459,388.799,366.464,345.384,325.492,306.724,289.018,272.317,256.566,241.713,230.233,216.728,204.015,192.048,180.783,170.178,160.196,150.799,141.953,133.626,125.787,2018.03
1919,5903.64,5634.57,5367.15,5104.18,4855.91,4611.18,4364.34,4128.97,3912.41,3714.57,3531.17,3361.13,3201.84,3050.13,2904.06,2762.87,2626.18,2493.95,2366.74,2244.6,2127.64,2016.03,1909.69,1808.52,1712.39,1621.04,1534.18,1451.62,1373.14,1298.57,1231.17,1163.54,1099.39,1038.61,981.106,926.718,875.252,826.531,780.404,736.733,695.396,656.277,619.267,584.263,551.165,519.877,490.307,462.367,435.973,411.044,387.503,365.278,344.298,324.497,305.811,288.18,271.548,255.859,241.062,227.109,216.325,203.638,191.695,180.452,169.868,159.906,150.527,141.699,133.388,125.565,2014.53
1920,5822.05,5556.95,5299.06,5045.97,4797.46,4562.46,4323.1,4091.41,3870.64,3668.09,3484.19,3314.26,3156.7,3008.71,2867.22,2730.53,2598.09,2469.69,2345.39,2225.79,2110.94,2000.95,1895.99,1795.99,1700.86,1610.45,1524.55,1442.87,1365.22,1291.42,1221.3,1157.91,1094.31,1033.98,976.82,922.743,871.594,823.192,777.373,733.991,692.921,654.045,617.254,582.448,549.527,518.398,488.972,461.162,434.884,410.06,386.615,364.474,343.571,323.839,305.216,287.641,271.059,255.416,240.66,226.743,213.619,203.477,191.543,180.31,169.736,159.781,150.411,141.589,133.286,125.469,2013.05
1921,5739.51,5480.03,5219.67,4973.79,4734.27,4508.32,4281.03,4056.24,3838.76,3631.94,3442.95,3271.76,3113.58,2966.65,2828.3,2695.71,2567.41,2442.97,2322.28,2205.42,2092.96,1984.98,1881.56,1782.87,1688.84,1599.38,1514.38,1433.6,1356.8,1283.79,1214.39,1148.46,1088.85,1029.05,972.321,918.57,867.72,819.623,774.11,731.024,690.231,651.611,615.054,580.459,547.728,516.771,487.5,459.828,433.677,408.966,385.623,363.575,342.756,323.099,304.543,287.03,270.503,254.91,240.199,226.323,213.236,200.894,191.356,180.134,169.57,159.626,150.265,141.453,133.157,125.348,2011.17
1922,5658.87,5402.21,5143.85,4894.72,4661.57,4446.31,4225.43,4012.13,3801.34,3597.95,3405.54,3230.26,3071.51,2924.47,2787.45,2658.01,2533.69,2413.23,2296.32,2182.89,2073.06,1967.37,1865.87,1768.66,1675.9,1587.52,1503.44,1423.54,1347.61,1275.42,1206.8,1141.57,1079.59,1023.56,967.346,914.024,863.5,815.701,770.491,727.708,687.208,648.863,612.559,578.195,545.675,514.908,485.808,458.291,432.28,407.696,384.467,362.524,341.798,322.226,303.748,286.305,269.841,254.305,239.646,225.817,212.772,200.469,188.867,179.901,169.351,159.42,150.072,141.271,132.987,125.188,2008.67
1923,5576.18,5326.61,5081.34,4837.06,4601.8,4381.49,4171.93,3964.46,3764.24,3566.83,3377.2,3198.22,3035.17,2887.24,2749.84,2621.47,2499.98,2383.16,2269.9,2159.95,2053.27,1949.97,1850.56,1755.09,1663.66,1576.41,1493.29,1414.2,1339.05,1267.63,1199.73,1135.18,1073.83,1015.53,962.83,909.952,859.797,812.273,767.312,724.786,684.544,646.448,610.379,576.23,543.906,513.316,484.375,457.002,431.118,406.65,383.525,361.675,341.033,321.537,303.126,285.744,269.335,253.848,239.234,225.444,212.435,200.164,188.591,177.676,169.242,159.318,149.976,141.181,132.903,125.109,2007.47
1924,5490.04,5248.59,5006.33,4773.3,4541.94,4320,4100.43,3903.93,3709.63,3522.92,3340.32,3165.6,3000.59,2849.79,2712.34,2584.1,2463.89,2349.89,2240.16,2133.73,2030.4,1930.13,1833.04,1739.6,1649.87,1563.93,1481.92,1403.78,1329.44,1258.8,1191.67,1127.85,1067.17,1009.5,954.7,905.165,855.459,808.312,763.638,721.374,681.398,643.568,607.755,573.849,541.747,511.36,482.603,455.396,429.663,405.33,382.327,360.587,340.046,320.64,302.311,285.003,268.661,253.235,238.675,224.935,211.971,199.74,188.203,177.322,167.061,159.131,149.801,141.017,132.749,124.965,2005.23
1925,4887.77,5167.32,4927.32,4695.56,4474.15,4260.15,4036.43,3830.8,3647.02,3466.28,3294.44,3127.19,2967,2815,2675.3,2547.27,2427.35,2314.66,2207.66,2104.62,2004.65,1907.59,1813.4,1722.2,1634.42,1550.12,1469.39,1392.35,1318.95,1249.11,1182.75,1119.68,1059.72,1002.72,948.535,897.049,850.512,803.813,759.518,717.546,677.837,640.278,604.735,571.088,539.231,509.069,480.518,453.498,427.935,403.756,380.893,359.28,338.853,319.551,301.317,284.094,267.831,252.475,237.98,224.298,211.387,199.205,187.712,176.871,166.646,157.004,149.552,140.784,132.53,124.76,2002.02
1926,4956.53,4600.47,4853.78,4624.96,4404.78,4194.36,3974.77,3765.48,3573.41,3402.93,3237.48,3081.26,2928.96,2782.18,2641.82,2511.94,2392.36,2280.01,2174.28,2073.82,1977.06,1883.17,1792.01,1703.55,1617.88,1535.43,1456.26,1380.43,1308.06,1239.11,1173.51,1111.18,1051.94,995.616,942.069,891.172,842.808,799.091,755.223,713.611,674.182,636.879,601.594,568.204,536.594,506.665,478.329,451.506,426.121,402.104,379.388,357.907,337.601,318.409,300.274,283.142,266.961,251.68,237.252,223.633,210.778,198.646,187.2,176.401,166.214,156.607,147.546,140.544,132.305,124.55,1998.74
1927,4745.01,4665.41,4328.16,4565.6,4348.95,4132.66,3918.58,3712.95,3517.24,3338.67,3182.19,3031.22,2888.6,2748.69,2612.85,2482.12,2360.64,2248.51,2143.02,2043.69,1949.3,1858.36,1770.12,1684.45,1601.31,1520.8,1443.31,1368.9,1297.63,1229.61,1164.81,1103.15,1044.56,988.884,935.944,885.614,837.774,792.314,751.222,709.987,670.873,633.81,598.745,565.578,534.191,504.476,476.342,449.705,424.491,400.628,378.05,356.696,336.503,317.413,299.371,282.322,266.216,251.004,236.638,223.074,210.27,198.184,186.779,176.018,165.865,156.288,147.255,138.736,132.153,124.407,1996.56
1928,4625.03,4465.95,4378.38,4057.68,4276.86,4072.8,3847.77,3647.77,3456.08,3275.01,3112.5,2971.65,2835.58,2706.03,2577.54,2451.63,2329.71,2216.03,2110.91,2011.94,1918.72,1830.12,1744.76,1661.94,1581.52,1503.48,1427.91,1355.17,1285.31,1218.41,1154.56,1093.72,1035.84,980.838,928.566,878.864,831.613,786.698,744.018,705.439,666.724,630,595.201,562.278,531.137,501.666,473.766,447.349,422.338,398.661,376.254,355.054,335.001,316.039,298.114,281.171,265.162,250.037,235.751,222.261,209.523,197.498,186.148,175.437,165.331,155.796,146.801,138.318,130.317,124.135,1992.32
1929,4725.41,4353.09,4191.86,4105.63,3802.17,4008.2,3798.29,3587.87,3401.16,3223.34,3057.57,2910,2782.36,2658.15,2538.84,2419.52,2301.95,2187.75,2081.11,1982.44,1889.52,1802,1718.81,1638.66,1560.89,1485.38,1412.09,1341.12,1272.82,1207.22,1144.39,1084.43,1027.3,972.944,921.288,872.198,825.521,781.144,738.962,698.878,662.645,626.285,591.794,559.11,528.188,498.939,471.259,445.053,420.241,396.749,374.51,353.463,333.55,314.715,296.903,280.065,264.151,249.112,234.905,221.486,208.813,196.847,185.551,174.89,164.828,155.334,146.376,137.927,129.957,122.441,1988.56
1930,4682.58,4447.36,4078.39,3921.02,3836.49,3561.32,3735.59,3539.39,3343.07,3170.01,3007.38,2856.87,2723.01,2606.77,2492.53,2381.88,2270.56,2160.5,2053.44,1953.4,1860.82,1773.62,1691.48,1613.41,1538.19,1465.2,1394.33,1325.55,1258.95,1194.84,1133.27,1074.3,1018.02,964.4,913.38,864.895,818.817,775.004,733.35,693.755,656.129,622.119,587.987,555.61,524.93,495.902,468.445,442.46,417.86,394.567,372.513,351.636,331.878,313.183,295.5,278.779,262.971,248.029,233.911,220.572,207.973,196.075,184.841,174.235,164.225,154.778,145.864,137.454,129.52,122.037,1982.38
