"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68","Age69","Age70"
1931,4575.97,4407.02,4167.21,3815.49,3664.43,3591.09,3313.82,3475.32,3292.52,3110.96,2953.54,2806.86,2671.07,2549.62,2443.26,2337.62,2234.57,2130.46,2027.34,1926.93,1833.09,1746.23,1664.43,1587.36,1514.11,1443.54,1375.06,1308.57,1244.03,1181.54,1121.38,1063.61,1008.28,955.472,905.154,857.278,811.78,768.541,727.426,688.336,651.179,615.869,583.951,551.919,521.534,492.741,465.498,439.729,415.341,392.253,370.391,349.692,330.097,311.552,294.005,277.408,261.713,246.875,232.85,219.598,207.077,195.251,184.083,173.537,163.582,154.185,145.317,136.949,129.054,121.606,1975.86
1932,4385.59,4306.94,4134.12,3904.56,3572.47,3438.31,3359.08,3099.41,3250.32,3079.89,2911.93,2767.06,2632.05,2506.63,2393.92,2294.79,2195.94,2099.3,2001.57,1904.71,1810.4,1722.25,1640.65,1563.8,1491.4,1422.59,1356.3,1291.96,1229.49,1168.87,1110.15,1053.64,999.366,947.382,897.767,850.494,805.513,762.767,722.142,683.514,646.787,611.877,578.701,548.712,518.616,490.067,463.013,437.417,413.204,390.29,368.596,348.055,328.606,310.194,292.768,276.281,260.685,245.938,231.995,218.817,206.364,194.599,183.487,172.992,163.083,153.728,144.897,136.564,128.701,121.282,1971.17
1933,4377.97,4127.74,4041.19,3874.78,3656.97,3350.01,3211.35,3136.94,2894.28,3035.9,2879.1,2725.25,2592.74,2468.66,2352.62,2247.77,2155.16,2062.54,1971.87,1880.1,1789.15,1700.57,1617.78,1541.15,1468.97,1400.98,1336.35,1274.08,1213.66,1154.98,1098.04,1042.89,989.809,938.83,890.001,843.399,798.994,756.743,716.59,678.429,642.144,607.645,574.851,543.686,515.516,487.244,460.426,435.011,410.965,388.22,366.693,346.313,327.016,308.745,291.448,275.077,259.588,244.936,231.081,217.982,205.601,193.902,182.849,172.408,162.548,153.238,144.448,136.152,128.322,120.934,1966.21
1934,4329.37,4120.45,3867.66,3780.63,3621.69,3429.65,3131.31,3001.37,2931.69,2705.42,2839.75,2695.69,2554.15,2431.95,2316.88,2208.74,2110.68,2023.9,1936.99,1851.87,1765.71,1680.3,1597.12,1519.38,1447.42,1379.64,1315.79,1255.1,1196.62,1139.88,1084.78,1031.31,979.515,929.665,881.789,835.932,792.166,750.463,710.782,673.072,637.233,603.155,570.754,539.954,510.685,484.227,457.674,432.485,408.615,386.031,364.667,344.449,325.307,307.182,290.02,273.774,258.397,243.849,230.087,217.073,204.769,193.14,182.15,171.768,161.961,152.699,143.953,135.697,127.904,120.55,1960.74
1935,5142.09,4074.29,3849.74,3604.35,3517.95,3386.98,3187.87,2909.98,2788.97,2725.18,2518.02,2647.74,2517.96,2389.32,2277.38,2170.99,2070.35,1978.75,1897.52,1816.1,1736.32,1655.56,1575.5,1497.53,1424.65,1357.19,1293.66,1233.8,1176.91,1122.09,1068.89,1017.24,967.102,918.546,871.809,826.923,783.928,742.893,703.792,666.587,631.228,597.624,565.67,535.289,506.408,478.962,454.153,429.254,405.633,383.25,362.071,342.037,323.076,305.125,288.128,272.033,256.797,242.376,228.732,215.825,203.62,192.08,181.173,170.867,161.129,151.931,143.244,135.041,127.297,119.988,1952.5
1936,3899.88,4838.71,3796.5,3574.87,3340.26,3283.11,3135.84,2950.72,2693.18,2582.37,2527.45,2340.73,2467.11,2350.76,2233.7,2130.79,2032.13,1938.33,1852.74,1776.76,1700.56,1625.89,1550.29,1475.35,1402.36,1334.13,1270.98,1211.49,1155.46,1102.19,1050.87,1001.07,952.706,905.765,860.302,816.541,774.511,734.253,695.828,659.214,624.374,591.263,559.795,529.871,501.419,474.373,448.669,425.435,402.116,379.994,359.03,339.194,320.43,302.672,285.858,269.937,254.862,240.591,227.083,214.302,202.213,190.779,179.97,169.753,160.098,150.975,142.358,134.22,126.536,119.281,1942.03
1937,3937.32,3670.42,4537.14,3555.17,3344.36,3125.58,3051.84,2914.32,2742.03,2503.67,2403.96,2357.37,2187.51,2309.37,2202.96,2094.7,1998.92,1906.69,1818.82,1738.57,1667.3,1595.83,1525.77,1454.85,1384.54,1316.06,1252.05,1192.8,1136.99,1084.41,1034.44,986.283,939.552,894.171,850.125,807.465,766.401,726.962,689.183,653.125,618.765,586.07,554.998,525.465,497.383,470.681,445.298,421.174,399.369,377.483,356.72,337.044,318.426,300.814,284.146,268.365,253.421,239.271,225.875,213.196,201.199,189.85,179.118,168.971,159.38,150.316,141.753,133.663,126.024,118.81,1935.49
1938,5019.7,3705.72,3445.71,4255.42,3331.56,3127.82,2900.69,2831.57,2703.7,2545,2327.5,2239.85,2201.5,2046.76,2163.65,2065.61,1964.93,1875.46,1789.09,1706.7,1631.44,1564.6,1497.55,1431.83,1365.3,1299.33,1235.09,1175.03,1119.44,1067.08,1017.75,970.866,925.685,881.839,839.258,797.929,757.899,719.366,682.357,646.906,613.068,580.824,550.142,520.981,493.266,466.91,441.85,418.028,395.387,374.921,354.38,334.892,316.424,298.949,282.419,266.773,251.959,237.932,224.65,212.075,200.173,188.911,178.258,168.183,158.657,149.653,141.144,133.105,125.511,118.339,1929.07
1939,4833.23,4724.4,3477.66,3230.28,3985.75,3115.77,2902.96,2691.52,2627.11,2509.58,2366.03,2168.65,2091.73,2059.78,1917.52,2028.63,1937.52,1843.44,1759.67,1678.7,1601.43,1530.84,1468.14,1405.25,1343.6,1281.19,1219.31,1159.03,1102.7,1050.54,1001.42,955.143,911.152,868.763,827.625,787.674,748.895,711.336,675.18,640.453,607.187,575.435,545.178,516.386,489.021,463.012,438.279,414.761,392.404,371.156,351.95,332.671,314.381,297.048,280.647,265.132,250.447,236.543,223.377,210.909,199.106,187.934,177.363,167.363,157.906,148.964,140.512,132.524,124.977,117.848,1922.45
1940,4537.59,4548.78,4431.02,3257.64,3022.73,3724.44,2886.66,2688.78,2492.64,2434.2,2329.45,2201.69,2023.17,1955.52,1928.49,1796.88,1901.9,1816.88,1728.84,1650.34,1574.45,1502.01,1435.83,1377.04,1318.08,1260.28,1201.75,1143.73,1087.21,1034.38,985.477,939.412,896.014,854.761,815.009,776.429,738.96,702.592,667.365,633.454,600.883,569.681,539.899,511.518,484.511,458.842,434.445,411.244,389.183,368.21,348.277,330.259,312.173,295.015,278.753,263.366,248.809,235.032,221.987,209.634,197.936,186.862,176.379,166.46,157.077,148.203,139.812,131.881,124.386,117.304,1915.07
1941,3997.6,4270.62,4266.1,4150.41,3048.44,2828.57,3462.14,2682.81,2498.66,2317.29,2266.08,2172.76,2057.65,1893.89,1832.65,1808.56,1685.75,1784.58,1704.94,1622.38,1548.75,1477.55,1409.59,1347.5,1292.35,1237.02,1182.8,1127.88,1073.44,1020.41,970.837,924.95,881.725,841.003,802.293,764.99,728.787,693.627,659.497,626.439,594.615,564.047,534.765,506.814,480.178,454.831,430.74,407.841,386.065,365.359,345.674,326.965,310.053,293.077,276.971,261.707,247.264,233.6,220.667,208.421,196.825,185.844,175.448,165.608,156.296,147.487,139.156,131.279,123.833,116.797,1908.41
1942,4039.62,3762.22,3996.5,3984.28,3871.41,2852.39,2630.9,3219.58,2494.63,2324.21,2158.16,2114.13,2030.66,1925.89,1774.44,1718.12,1696.08,1581.16,1673.97,1599.31,1521.9,1452.85,1386.07,1322.34,1264.1,1212.38,1160.5,1109.64,1058.13,1007.07,957.328,910.831,867.79,827.246,789.049,752.738,717.748,683.788,650.806,618.79,587.779,557.925,529.249,501.778,475.557,450.568,426.789,404.187,382.704,362.274,342.848,324.379,306.825,290.958,275.03,259.918,245.597,232.044,219.224,207.089,195.599,184.718,174.414,164.659,155.425,146.687,138.421,130.603,123.212,116.224,1900.8
1943,4184.7,3801.07,3481.25,3697.13,3685.22,3608.68,2635.96,2431.45,2975.76,2307.15,2153.49,2004.67,1968.76,1894.98,1799.83,1659.73,1607.8,1587.53,1480.1,1567.06,1497.21,1424.76,1360.15,1297.65,1238.01,1183.51,1135.1,1086.54,1038.94,990.734,942.938,896.379,852.856,812.568,774.617,738.861,704.871,672.117,640.326,609.45,579.477,550.444,522.495,495.647,469.928,445.377,421.981,399.716,378.554,358.439,339.309,321.118,303.824,287.387,272.529,257.613,243.462,230.05,217.359,205.352,193.988,183.227,173.036,163.387,154.25,145.602,137.418,129.676,122.354,115.431,1889.69
1944,4218.41,3936.13,3439.18,3148.1,3344.92,3426.67,3332.35,2434.26,2245.55,2749.61,2134.96,1996.8,1862.59,1832.29,1765.68,1678.2,1548.15,1499.97,1481.18,1381,1462.16,1397.01,1329.43,1269.15,1210.86,1155.22,1104.38,1059.22,1013.92,969.515,924.543,879.952,836.514,795.908,758.32,722.911,689.551,657.838,627.277,597.615,568.805,540.838,513.747,487.667,462.615,438.615,415.705,393.872,373.094,353.345,334.574,316.721,299.745,283.605,268.265,254.398,240.478,227.27,214.753,202.908,191.701,181.094,171.05,161.539,152.532,144.004,135.931,128.293,121.066,114.231,1872.04
1945,4586.64,3966.55,3492.63,3049.23,2794.01,3103.1,3161.06,3074.2,2245.8,2072.55,2540.83,1976.1,1851.28,1729.21,1702.69,1641.73,1560.86,1440.11,1395.39,1377.95,1284.77,1360.29,1299.7,1236.84,1180.78,1126.55,1074.8,1027.51,985.509,943.369,902.063,860.229,818.748,778.34,740.565,705.598,672.658,641.624,612.122,583.69,556.095,529.292,503.273,478.068,453.803,430.495,408.165,386.85,366.536,347.204,328.828,311.362,294.751,278.955,263.937,249.663,236.76,223.806,211.516,199.868,188.846,178.418,168.547,159.201,150.349,141.967,134.031,126.519,119.41,112.684,1848.79
1946,4018.23,4313.07,3534.5,3109.89,2717.42,2591.99,2859.93,2913.51,2833.64,2071.04,1913.95,2350.87,1831.88,1718.89,1607.33,1583.73,1527.57,1452.56,1340.29,1298.71,1282.5,1195.8,1266.11,1209.73,1151.24,1099.07,1048.61,1000.45,956.441,917.359,878.144,839.704,800.772,762.168,724.56,689.405,656.861,626.204,597.32,569.861,543.399,517.714,492.767,468.549,445.089,422.502,400.806,380.021,360.179,341.269,323.273,306.168,289.908,274.445,259.74,245.759,232.47,220.458,208.399,196.957,186.112,175.85,166.141,156.951,148.25,140.008,132.204,124.815,117.821,111.201,1826.67
1947,4215.05,3779.73,3924.18,3214.3,2828.33,2520.6,2377.52,2623.53,2672.98,2601.79,1906.14,1767.29,2177.88,1701.68,1599.73,1497.59,1476.49,1424.54,1354.76,1250.13,1211.38,1196.3,1115.45,1181.06,1128.49,1073.95,1025.31,978.256,933.346,892.31,855.866,819.297,783.449,747.141,711.137,676.062,643.273,612.919,584.325,557.384,531.772,507.088,483.129,459.857,437.265,415.379,394.308,374.067,354.675,336.163,318.52,301.729,285.769,270.598,256.169,242.447,229.401,217.001,205.792,194.538,183.861,173.74,164.163,155.102,146.525,138.404,130.712,123.428,116.532,110.003,1809.35
1948,4066.7,3966.62,3532.88,3662.19,2993.55,2643.18,2339.01,2205.81,2433.86,2480.76,2418.19,1775.22,1649.31,2035.96,1592.67,1498.33,1403.2,1383.68,1335.09,1269.75,1171.7,1135.41,1121.29,1045.52,1107.04,1057.77,1006.67,961.083,916.993,874.908,836.452,802.3,768.03,734.436,700.408,666.665,633.792,603.06,574.612,547.811,522.561,498.555,475.419,452.962,431.149,409.972,389.457,369.706,350.732,332.553,315.199,298.66,282.92,267.957,253.735,240.208,227.344,215.113,203.487,192.978,182.427,172.416,162.928,153.948,145.453,137.411,129.796,122.584,115.754,109.288,1800.08
1949,4620.54,3826.33,3685.69,3273.33,3381.35,2791.13,2444.75,2162.86,2039.46,2251.34,2298.46,2245.6,1652.34,1538.09,1901.2,1488.46,1400.88,1312.21,1294.07,1248.68,1187.6,1095.91,1061.98,1048.79,977.938,1035.49,989.432,941.641,899.016,857.786,818.43,782.469,750.533,718.485,687.068,655.245,623.686,592.941,564.198,537.591,512.525,488.907,466.454,444.814,423.809,403.405,383.596,364.406,345.93,328.18,311.175,294.94,279.468,264.742,250.745,237.439,224.783,212.748,201.305,190.428,180.596,170.724,161.357,152.479,144.077,136.128,128.603,121.478,114.73,108.339,1787.09
1950,5040.48,4347.3,3552.31,3411.37,3018.47,3150.65,2578.45,2257.84,1997.26,1884.23,2083.61,2132.4,2088.54,1539.93,1435.5,1775.93,1391.02,1309.46,1226.69,1209.78,1167.38,1110.3,1024.6,992.895,980.576,914.349,968.178,925.126,880.456,840.614,802.075,765.289,731.674,701.822,671.865,642.496,612.748,583.245,554.502,527.631,502.755,479.321,457.24,436.248,416.016,396.376,377.298,358.777,340.833,323.557,306.96,291.058,275.877,261.408,247.638,234.548,222.104,210.269,199.014,188.312,178.14,168.944,159.711,150.951,142.647,134.789,127.354,120.315,113.651,107.338,1773.36
1951,4916.87,4742.41,4033.53,3285.5,3143.29,2815.2,2917.63,2387.15,2090.1,1849.61,1747.43,1936.21,1985.61,1948.05,1438.03,1341.47,1660.22,1300.62,1224.46,1147.1,1131.32,1091.68,1038.31,958.186,928.55,917.042,855.117,905.472,865.22,823.454,786.202,750.168,715.771,684.341,656.429,628.418,600.956,573.138,545.55,518.671,493.542,470.28,448.364,427.715,408.083,389.162,370.795,352.953,335.63,318.848,302.689,287.166,272.293,258.094,244.561,231.68,219.436,207.797,196.726,186.198,176.187,166.671,158.07,149.433,141.237,133.469,126.118,119.162,112.578,106.343,1759.81
1952,6146.43,4624.06,4336.77,3665.24,2963.77,2913.65,2583.24,2676.11,2189.14,1917.75,1700.48,1611.05,1790.22,1840.24,1808.42,1336.29,1247.22,1543.96,1209.67,1138.89,1066.97,1052.32,1015.47,965.845,891.327,863.775,853.087,795.496,842.356,804.925,766.084,731.441,697.93,665.941,636.71,610.752,584.701,559.16,533.286,507.625,482.623,459.249,437.611,417.225,398.017,379.755,362.153,345.066,328.468,312.352,296.739,281.705,267.263,253.424,240.213,227.621,215.636,204.243,193.413,183.111,173.314,163.999,155.144,147.139,139.101,131.475,124.246,117.404,110.931,104.803,1737.31
1953,4870.14,5782.61,4280.83,4000.26,3366.48,2763.52,2698.75,2392.1,2477.82,2027.65,1778.63,1580.05,1499.8,1669.21,1717.73,1689.14,1248.59,1165.55,1442.96,1130.58,1064.45,997.246,983.561,949.136,902.764,833.123,807.381,797.401,743.579,787.391,752.412,716.113,683.739,652.421,622.526,595.208,570.949,546.601,522.731,498.548,474.565,451.196,429.349,409.124,390.07,372.116,355.047,338.594,322.622,307.107,292.042,277.447,263.394,249.893,236.956,224.606,212.834,201.63,190.979,180.854,171.223,162.064,153.355,145.076,137.592,130.077,122.946,116.187,109.79,103.738,1722.7
1954,5772.36,4582.88,5390.12,3981.7,3711.33,3150.35,2574.98,2514.23,2228.39,2308.78,1890.95,1660.72,1477.13,1403.53,1563.17,1609.3,1582.87,1170.16,1092.39,1352.42,1059.66,997.683,934.702,921.883,889.624,846.167,780.899,756.776,747.428,696.985,738.057,705.275,671.256,640.915,611.564,583.545,557.942,535.206,512.387,490.014,467.349,444.869,422.966,402.489,383.532,365.673,348.844,332.845,317.423,302.452,287.909,273.788,260.107,246.934,234.278,222.151,210.574,199.539,189.036,179.052,169.56,160.532,151.945,143.781,136.019,129.004,121.959,115.274,108.937,102.94,1712.5
1955,8954.86,5431.15,4254.15,4988.23,3671.65,3465.31,2924.49,2389.85,2333.24,2068.62,2145.73,1760.26,1548.5,1379.2,1311.73,1461.77,1505.36,1480.85,1094.81,1022.08,1265.4,991.482,933.508,874.588,862.603,832.428,791.774,730.709,708.145,699.405,652.21,690.651,659.982,628.155,599.768,572.307,546.092,522.138,500.866,479.516,458.583,437.376,416.343,395.848,376.688,358.95,342.238,326.492,311.52,297.089,283.08,269.471,256.257,243.454,231.126,219.283,207.934,197.1,186.772,176.943,167.599,158.716,150.266,142.23,134.589,127.325,120.758,114.165,107.908,101.977,1699.48
1956,7456.4,8425.95,5049.89,3944.87,4610.89,3430.55,3219.98,2716.91,2220.01,2168.08,1924.31,1999.12,1642.57,1446.85,1289.83,1227.4,1368.19,1409.19,1386.33,1024.96,956.884,1184.69,928.258,873.99,818.835,807.623,779.379,741.324,684.157,663.038,654.861,610.678,646.678,617.968,588.173,561.598,535.89,511.349,488.924,469.009,449.022,429.424,409.57,389.877,370.689,352.749,336.142,320.495,305.752,291.734,278.222,265.105,252.362,239.989,228.001,216.458,205.368,194.741,184.595,174.925,165.72,156.97,148.651,140.739,133.213,126.058,119.255,113.106,106.931,101.071,1687.35
1957,7867.53,7011.78,7667.1,4561.19,3534.27,4287,3175.68,2979.76,2513.8,2054.38,2007.85,1784.06,1855.51,1526,1345.06,1199.56,1141.74,1272.82,1311.02,1289.78,953.586,890.259,1102.22,863.639,813.155,761.845,751.42,725.147,689.744,636.56,616.915,609.312,568.206,601.707,574.998,547.278,522.555,498.638,475.806,454.942,436.415,417.82,399.587,381.114,362.792,344.939,328.248,312.796,298.238,284.521,271.478,258.906,246.702,234.845,223.332,212.177,201.437,191.117,181.229,171.788,162.79,154.225,146.083,138.342,130.979,123.976,117.317,110.987,105.264,99.518,1664.46
1958,7211.5,7402.74,6518.26,7107.94,4214.71,3299.88,3977.33,2945.63,2763.64,2332.3,1908.48,1868.61,1663.37,1732.6,1426.42,1258.08,1122.36,1068.43,1191.19,1226.97,1207.11,892.483,833.225,1031.62,808.33,761.089,713.073,703.324,678.741,645.612,595.838,577.456,570.346,531.875,563.241,538.245,512.303,489.166,466.782,445.414,425.888,408.549,391.145,374.08,356.791,339.642,322.932,307.309,292.846,279.219,266.379,254.171,242.403,230.978,219.879,209.103,198.661,188.606,178.946,169.689,160.851,152.427,144.409,136.786,129.539,122.645,116.089,109.855,103.928,98.5709,1651.84
1959,10571.7,6786.32,6903.69,6066.46,6599.8,3948.54,3082.2,3714.48,2750.8,2581.25,2179.66,1785.06,1749.24,1558.2,1623.85,1337.28,1179.65,1052.47,1001.93,1117.06,1150.63,1132.02,836.963,781.396,967.451,758.059,713.759,668.733,659.594,636.543,605.477,558.8,541.564,534.899,498.822,528.241,504.801,480.474,458.776,437.786,417.747,399.436,383.176,366.854,350.851,334.637,318.555,302.884,288.232,274.668,261.889,249.847,238.397,227.361,216.646,206.237,196.13,186.337,176.906,167.846,159.164,150.875,142.974,135.454,128.304,121.507,115.042,108.892,103.045,97.4863,1641.92
1960,7120,9947.49,6312.1,6404.48,5610.69,6171.52,3675.62,2868.65,3456.84,2560.62,2404.95,2033.35,1667.38,1635.66,1458.11,1520.22,1252.23,1104.75,985.691,938.383,1046.23,1077.67,1060.25,783.91,731.871,906.143,710.026,668.539,626.371,617.816,596.23,567.136,523.42,507.279,501.04,467.25,494.812,472.859,450.075,429.754,410.094,391.326,374.176,358.947,343.66,328.671,313.485,298.421,283.742,270.019,257.314,245.344,234.064,223.34,213.002,202.966,193.215,183.747,174.573,165.74,157.252,149.12,141.355,133.953,126.908,120.21,113.843,107.786,102.025,96.5472,1629.74
1961,7855.92,6699.12,9232.67,5840.46,5904.62,5239.15,5730.36,3412.13,2662.75,3209.7,2380.23,2239.05,1896.13,1556.93,1528.73,1363.55,1422.05,1171.53,1033.61,922.252,878.003,978.918,1008.36,992.064,733.503,684.818,847.895,664.392,625.578,586.126,578.127,557.933,530.714,489.81,474.711,468.877,437.261,463.058,442.519,421.2,402.187,383.792,366.232,350.185,335.935,321.632,307.607,293.396,279.3,265.565,252.723,240.834,229.632,219.077,209.041,199.367,189.975,180.85,171.99,163.404,155.137,147.194,139.583,132.315,125.388,118.795,112.526,106.566,100.897,95.5056,1616.01
1962,10802.7,7392.87,6252.05,8600.33,5428.55,5531.36,4891.52,5349.44,3185.12,2486.05,2998.7,2225.83,2095.81,1776.22,1459.27,1433.32,1278.67,1333.64,1098.74,969.407,864.971,823.477,918.131,945.746,930.472,687.968,642.31,795.269,623.159,586.758,549.758,542.258,523.321,497.793,459.43,445.269,439.8,410.147,434.347,415.084,395.09,377.257,360.005,343.534,328.484,315.119,301.704,288.549,275.221,261.999,249.116,237.071,225.919,215.413,205.512,196.099,187.025,178.215,169.656,161.344,153.291,145.537,138.086,130.946,124.129,117.631,111.446,105.566,99.9751,94.6572,1605.67
1963,6751.77,10163.5,6840.3,5763.03,7894.57,5074.41,5154.18,4557.12,4983.27,2967.52,2317.56,2797.8,2078.49,1958.46,1660.64,1364.72,1340.66,1196.09,1247.56,1027.83,906.854,809.163,770.35,858.903,884.742,870.457,643.599,600.889,743.988,582.98,548.929,514.317,507.303,489.59,465.71,429.821,416.576,411.461,383.721,406.364,388.344,369.64,352.957,336.818,321.41,307.331,294.828,282.278,269.972,257.503,245.134,233.081,221.812,211.379,201.55,192.288,183.481,174.991,166.749,158.741,150.966,143.431,136.176,129.205,122.525,116.147,110.067,104.28,98.7784,93.5477,1591.03
1964,11080.9,6353.67,9475.9,6364.16,5349.12,7397.14,4741.8,4815.75,4257.64,4656.43,2774.34,2168.3,2619.6,1947.32,1835.67,1556.93,1279.67,1257.19,1121.66,1169.94,963.892,850.443,758.833,722.438,805.487,829.724,816.332,603.583,563.531,697.737,546.741,514.809,482.351,475.776,459.165,436.772,403.115,390.694,385.899,359.884,381.122,364.223,346.682,331.038,315.902,301.452,288.248,276.523,264.754,253.213,241.518,229.918,218.615,208.046,198.262,189.043,180.356,172.096,164.134,156.404,148.894,141.601,134.535,127.73,121.192,114.926,108.944,103.242,97.8143,92.654,1580.15
1965,7804.84,10427.2,5916.95,8803.88,5897.16,5010.49,6910.02,4428.95,4497.73,3977.02,4351.79,2594.75,2029.48,2453.41,1824.58,1720.42,1459.38,1199.57,1178.53,1051.5,1096.76,903.61,797.261,711.383,677.267,755.127,777.853,765.302,565.855,528.309,654.131,512.573,482.64,452.212,446.05,430.479,409.487,377.934,366.291,361.797,337.409,357.322,341.48,325.036,310.37,296.18,282.634,270.255,259.263,248.229,237.41,226.446,215.571,204.974,195.065,185.892,177.25,169.105,161.361,153.897,146.649,139.608,132.771,126.145,119.765,113.635,107.761,102.152,96.8059,91.7169,1568.53
1966,110171,7344.57,9717.09,5501.87,8166.03,5526.17,4684.01,6458.98,4139.62,4204.4,3719.35,4072.49,2429.83,1901.53,2299.62,1710.6,1613.14,1368.46,1124.87,1105.15,986.031,1028.48,847.359,747.634,667.104,635.115,708.133,729.447,717.681,530.647,495.439,613.435,480.687,452.617,424.084,418.307,403.706,384.021,354.432,343.515,339.302,316.431,335.107,320.251,304.831,291.077,277.771,265.068,253.46,243.152,232.804,222.658,212.377,202.178,192.239,182.947,174.345,166.24,158.602,151.339,144.339,137.542,130.938,124.526,118.313,112.329,106.58,101.071,95.8107,90.7966,1557.2
1967,5386.65,103671,6835.87,9021.75,5094.21,7652.51,5168.69,4380.48,6040.08,3871.46,3933.43,3481.4,3813.91,2276.53,1782.09,2155.56,1603.59,1512.3,1282.94,1054.58,1036.1,924.426,964.228,794.424,700.931,625.434,595.445,663.904,683.89,672.861,497.509,464.502,575.131,450.673,424.358,397.608,392.192,378.505,360.049,332.309,322.074,318.125,296.682,314.194,300.266,285.809,272.914,260.439,248.529,237.646,227.982,218.281,208.768,199.129,189.567,180.249,171.537,163.471,155.872,148.711,141.902,135.338,128.966,122.774,116.762,110.936,105.326,99.9356,94.7702,89.8381,1545.27
1968,7754.72,5068,96074.2,6313.34,8299.11,4754.07,7099.6,4794.12,4062.61,5603.53,3595.84,3659.4,3244.27,3559.06,2126.46,1665.58,2015.25,1499.43,1414.16,1199.72,986.189,968.921,864.498,901.731,742.941,655.514,584.916,556.876,620.908,639.606,629.298,465.304,434.438,537.913,421.514,396.905,371.89,366.829,354.03,336.771,310.827,301.257,297.566,277.512,293.896,280.87,267.349,255.29,243.623,232.485,222.306,213.268,204.195,195.298,186.282,177.339,168.623,160.475,152.931,145.823,139.125,132.756,126.616,120.655,114.864,109.24,103.79,98.5424,93.5,88.668,1529.85
1969,5142.04,7298.04,4739.07,89708.2,5884.79,7778.71,4441.18,6631.57,4477.85,3795.3,5238.32,3364.63,3427.37,3040.96,3337.86,1994.96,1562.85,1891.12,1407.12,1327.12,1125.89,925.507,909.308,811.315,846.262,697.245,615.199,548.946,522.634,582.733,600.285,590.614,436.704,407.738,504.856,395.613,372.518,349.042,344.294,332.283,316.087,291.738,282.757,279.295,260.473,275.852,263.628,250.939,239.621,228.672,218.218,208.665,200.183,191.667,183.317,174.855,166.461,158.281,150.633,143.553,136.881,130.595,124.617,118.854,113.259,107.823,102.545,97.4296,92.5038,87.7708,1519.36
1970,7276.32,4839.05,6825.95,4426.26,83626.6,5499.42,7216.18,4119.2,6150.31,4154.69,3526.71,4877.89,3139.85,3204.07,2846.36,3126.58,1869.42,1464.78,1772.59,1318.98,1244.02,1055.41,867.582,852.409,760.559,793.332,653.644,576.738,514.634,489.974,546.324,562.787,553.729,409.436,382.284,473.346,370.926,349.277,327.27,322.822,311.565,296.382,273.555,265.137,261.894,244.248,258.673,247.213,235.317,224.706,214.441,204.64,195.684,187.732,179.748,171.919,163.985,156.115,148.445,141.274,134.635,128.38,122.485,116.879,111.476,106.23,101.132,96.1821,91.3854,86.7661,1507.48
1971,5396.86,6845.58,4472.15,6283.13,4056.29,78173,5126.83,6726.01,3839.04,5732.62,3874.43,3291.11,4555.29,2933.94,2995.19,2661.46,2923.87,1748.32,1369.93,1657.83,1233.6,1163.5,987.098,811.433,797.246,711.343,741.999,611.353,539.425,481.341,458.278,510.986,526.387,517.916,382.958,357.563,442.739,346.943,326.696,306.112,301.954,291.425,277.225,255.874,248.002,244.969,228.465,241.958,231.24,220.113,210.189,200.588,191.421,183.044,175.606,168.139,160.816,153.396,146.034,138.86,132.153,125.943,120.091,114.578,109.335,104.28,99.373,94.6049,89.9747,85.4879,1491.37
1972,5943.43,5077.94,6348.17,4133.67,5786.95,3798.82,73104,4793.73,6288.56,3589.5,5361.29,3624.73,3080.12,4264.54,2747.25,2804.96,2492.59,2738.43,1637.46,1283.07,1552.73,1155.39,1089.74,924.524,759.996,746.71,666.255,694.969,572.605,505.237,450.836,429.236,478.604,493.03,485.098,358.692,334.907,414.687,324.961,305.998,286.719,282.824,272.963,259.664,239.666,232.293,229.452,213.994,226.633,216.594,206.173,196.878,187.885,179.299,171.453,164.486,157.492,150.633,143.683,136.788,130.068,123.786,117.969,112.489,107.324,102.413,97.6792,93.0826,88.6165,84.2795,1477.05
1973,9005.21,5591.11,4679.14,5822.44,3771.96,5404.13,3536.87,68048.3,4461.72,5853.71,3343.08,4997.08,3381.16,2875.03,3982.39,2566.19,2620.48,2328.81,2558.58,1529.94,1198.83,1450.79,1079.54,1018.2,863.841,710.116,697.706,622.534,649.367,535.035,472.09,421.26,401.079,447.211,460.694,453.284,335.169,312.946,387.496,303.655,285.936,267.923,264.285,255.072,242.645,223.959,217.07,214.417,199.972,211.784,202.404,192.666,183.981,175.578,167.555,160.224,153.714,147.179,140.77,134.275,127.832,121.553,115.682,110.247,105.125,100.299,95.7103,91.2864,86.991,82.8175,1459.17
