"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68","Age69","Age70"
1900,3.30219,1943.26,3715.34,5298.43,6475.16,7229.41,7630.53,7767.66,7720.56,7551.73,7306.72,7036.79,6722.16,6398.73,6075.83,5759.59,5453.41,5159.05,4877.36,4608.69,4353.04,4110.21,3879.88,3661.61,3454.94,3259.39,3074.43,2899.58,2734.33,2578.2,2430.73,2291.46,2159.97,2035.85,1918.71,1808.16,1703.87,1605.47,1512.67,1425.14,1342.61,1278.82,1203.78,1133.14,1066.65,1004.06,945.139,889.679,837.473,788.331,742.072,698.528,657.538,618.954,582.635,548.446,516.263,485.969,457.453,430.61,405.342,381.557,359.167,338.091,318.252,299.577,281.998,265.451,249.874,235.212,3773.18
1901,3.27906,1930.28,3691.7,5266.3,6437.71,7189.26,7589.62,7727.75,7682.55,7516.11,7273.76,6987.02,6695.79,6374.86,6054.1,5739.43,5434.72,5141.91,4861.82,4594.7,4340.52,4099.04,3869.93,3652.76,3447.07,3252.39,3068.22,2894.06,2729.43,2573.85,2426.87,2288.05,2156.95,2033.18,1916.34,1806.07,1702.02,1603.84,1511.23,1423.87,1341.48,1263.79,1203.74,1133.11,1066.62,1004.03,945.114,889.656,837.451,788.31,742.053,698.51,657.522,618.939,582.62,548.432,516.251,485.957,457.442,430.599,405.332,381.548,359.159,338.083,318.245,299.57,281.992,265.445,249.869,235.207,3773.1
1902,3.25507,1916.76,3667,5232.7,6398.55,7147.37,7546.73,7685.57,7642.32,7478.39,7238.83,6955.02,6648.08,6349.6,6031.33,5718.76,5415.58,5124.18,4845.58,4579.97,4327.26,4087.18,3859.34,3643.32,3438.68,3244.92,3061.58,2888.16,2724.18,2569.2,2422.74,2284.38,2153.7,2030.3,1913.79,1803.81,1700.02,1602.07,1509.66,1422.48,1340.26,1262.71,1189.58,1133.06,1066.57,1003.99,945.073,889.617,837.416,788.277,742.022,698.48,657.494,618.913,582.596,548.41,516.23,485.938,457.423,430.582,405.316,381.532,359.144,338.07,318.233,299.559,281.981,265.435,249.859,235.198,3772.96
1903,3.23025,1902.73,3641.27,5197.62,6357.61,7103.59,7502.03,7641.38,7599.85,7438.51,7201.89,6921.14,6617.28,6304.1,6007.25,5697.11,5395.96,5106.03,4828.77,4564.58,4313.31,4074.61,3848.09,3633.28,3429.73,3236.96,3054.49,2881.85,2718.58,2564.21,2418.31,2280.44,2150.21,2027.2,1911.04,1801.38,1697.86,1600.16,1507.97,1420.99,1338.93,1261.53,1188.54,1119.71,1066.51,1003.93,945.016,889.564,837.365,788.23,741.978,698.439,657.456,618.877,582.562,548.378,516.2,485.91,457.398,430.558,405.293,381.511,359.125,338.052,318.215,299.543,281.966,265.421,249.846,235.185,3772.77
1904,3.20466,1888.22,3614.58,5161.08,6314.86,7057.83,7455.34,7595.35,7555.39,7396.44,7162.86,6885.33,6584.69,6274.64,5964.02,5674.22,5375.41,5087.42,4811.57,4548.66,4298.72,4061.39,3836.19,3622.62,3420.21,3228.47,3046.93,2875.12,2712.59,2558.88,2413.57,2276.23,2146.46,2023.87,1908.09,1798.76,1695.54,1598.1,1506.14,1419.37,1337.5,1260.26,1187.41,1118.71,1053.92,1003.85,944.942,889.495,837.301,788.169,741.921,698.386,657.406,618.831,582.519,548.338,516.162,485.875,457.364,430.527,405.264,381.484,359.099,338.028,318.193,299.522,281.946,265.402,249.829,235.169,3772.52
1905,3.17827,1873.26,3586.98,5123.17,6270.35,7010.06,7406.58,7547.32,7509.11,7352.44,7121.72,6847.53,6550.26,6243.49,5935.96,5633.24,5353.69,5067.94,4793.93,4532.36,4283.64,4047.58,3823.66,3611.34,3410.11,3219.45,3038.88,2867.95,2706.2,2553.2,2408.51,2271.73,2142.46,2020.31,1904.92,1795.95,1693.04,1595.88,1504.18,1417.62,1335.95,1258.89,1186.2,1117.63,1052.96,991.981,944.852,889.41,837.221,788.095,741.852,698.321,657.345,618.774,582.466,548.288,516.115,485.831,457.323,430.489,405.229,381.451,359.068,337.999,318.165,299.496,281.922,265.38,249.808,235.15,3772.21
1906,3.15101,1857.83,3558.52,5083.98,6224.2,6960.8,7356.86,7498.38,7462.05,7307.82,7079.71,6808.47,6514.49,6210.97,5906.57,5606.79,5315.07,5047.5,4775.61,4515.78,4268.33,4033.41,3810.68,3599.58,3399.52,3209.96,3030.41,2860.4,2699.47,2547.2,2403.17,2266.98,2138.23,2016.56,1901.59,1792.98,1690.4,1593.55,1502.1,1415.78,1334.32,1257.44,1184.91,1116.49,1051.95,991.086,933.69,889.33,837.146,788.025,741.786,698.26,657.288,618.72,582.415,548.241,516.071,485.79,457.285,430.452,405.195,381.419,359.038,337.971,318.139,299.472,281.9,265.358,249.788,235.131,3771.92
1907,3.12282,1841.9,3529.18,5043.57,6176.48,6909.58,7305.2,7448.09,7413.71,7262.05,7036.77,6768.32,6477.34,6177.05,5875.8,5579.03,5290.11,5011.09,4756.34,4498.52,4252.71,4018.98,3797.34,3587.36,3388.44,3199.99,3021.48,2852.42,2692.36,2540.87,2397.53,2261.96,2133.76,2012.58,1898.05,1789.83,1687.61,1591.06,1499.9,1413.83,1332.58,1255.9,1183.55,1115.28,1050.88,990.134,932.845,878.822,837.069,787.953,741.718,698.196,657.229,618.664,582.363,548.192,516.026,485.747,457.245,430.415,405.16,381.386,359.007,337.942,318.113,299.447,281.876,265.336,249.767,235.111,3771.62
1908,3.09375,1825.42,3498.88,5001.91,6127.29,6856.5,7251.22,7395.55,7363.75,7214.78,6992.51,6727.11,6439.02,6141.73,5843.64,5549.91,5263.87,4987.52,4721.99,4480.33,4236.41,4004.24,3783.72,3574.76,3376.91,3189.53,3012.06,2843.99,2684.83,2534.15,2391.55,2256.63,2129.01,2008.35,1894.29,1786.49,1684.63,1588.42,1497.55,1411.74,1330.73,1254.26,1182.09,1113.99,1049.73,989.116,931.942,878.021,827.173,787.874,741.645,698.128,657.164,618.604,582.307,548.139,515.976,485.701,457.201,430.375,405.122,381.351,358.974,337.911,318.083,299.419,281.85,265.312,249.745,235.09,3771.29
1909,3.06409,1808.43,3467.53,4958.89,6076.62,6802.46,7196.96,7342.4,7313.31,7167.59,6948.2,6685.74,6400.49,6105.87,5810.56,5519.79,5236.6,4962.95,4699.94,4448.12,4219.43,3989.03,3769.97,3562.06,3365.16,3178.78,3002.32,2835.21,2676.97,2527.14,2385.3,2251.06,2124.06,2003.94,1890.37,1783,1681.54,1585.67,1495.1,1409.57,1328.8,1252.55,1180.57,1112.64,1048.54,988.063,931.009,877.194,826.441,778.58,741.591,698.077,657.117,618.56,582.265,548.1,515.94,485.666,457.169,430.344,405.093,381.324,358.949,337.887,318.061,299.399,281.831,265.294,249.728,235.075,3771.05
1910,3.034,1791.09,3435.21,4914.39,6024.21,6745.6,7138.74,7285.91,7259.19,7117.01,6901.48,6642.39,6360.41,6068.83,5776.27,5488.26,5207.94,4937.03,4676.6,4427.17,4188.92,3972.88,3755.5,3548.98,3353.07,3167.6,2992.08,2825.93,2668.62,2519.65,2378.61,2245.1,2118.75,1999.21,1886.15,1779.25,1678.19,1582.69,1492.46,1407.22,1326.71,1250.7,1178.93,1111.18,1047.24,986.911,929.987,876.287,825.636,777.866,732.819,698.003,657.048,618.495,582.204,548.043,515.886,485.616,457.123,430.301,405.052,381.286,358.913,337.854,318.03,299.369,281.804,265.268,249.704,235.052,3770.7
1911,3.00357,1773.49,3402.24,4868.51,5970,6686.8,7077.57,7225.42,7201.77,7062.87,6851.52,6596.74,6318.45,6030.3,5740.85,5455.58,5177.95,4909.8,4651.98,4405,4169.03,3944,3740.15,3535.22,3340.62,3156.1,2981.44,2816.19,2659.78,2511.69,2371.47,2238.72,2113.05,1994.13,1881.62,1775.21,1674.6,1579.49,1489.61,1404.68,1324.45,1248.69,1177.14,1109.59,1045.83,985.655,928.871,875.295,824.754,777.082,732.121,689.724,656.957,618.41,582.125,547.968,515.816,485.551,457.061,430.243,404.999,381.235,358.866,337.81,317.989,299.331,281.767,265.234,249.672,235.022,3770.24
1912,2.9723,1755.71,3368.78,4821.7,5914.11,6626.01,7014.37,7161.93,7140.41,7005.51,6798.11,6547.98,6274.29,5990,5704.04,5421.84,5146.89,4881.32,4626.13,4381.64,4147.99,3925.11,3712.81,3520.63,3327.54,3144.26,2970.5,2806.07,2650.5,2503.28,2363.89,2231.92,2106.97,1988.7,1876.78,1770.89,1670.74,1576.05,1486.54,1401.95,1322.02,1246.51,1175.21,1107.87,1044.3,984.291,927.657,874.214,823.792,776.225,731.359,689.045,649.142,618.304,582.025,547.875,515.729,485.469,456.985,430.172,404.932,381.173,358.808,337.755,317.937,299.282,281.722,265.192,249.632,234.985,3769.66
1913,2.93956,1737.43,3334.95,4774.19,5857.1,6563.35,6949.08,7096.4,7076.08,6944.31,6741.62,6495.94,6227.18,5947.62,5665.54,5386.78,5114.82,4851.82,4599.11,4357.11,4125.81,3905.14,3694.88,3494.75,3313.67,3131.82,2959.24,2795.66,2640.87,2494.45,2355.88,2224.69,2100.49,1982.9,1871.59,1766.26,1666.61,1572.36,1483.25,1399.01,1319.4,1244.18,1173.12,1106.01,1042.64,982.814,926.34,873.041,822.746,775.293,730.528,688.304,648.481,610.929,581.906,547.764,515.625,485.371,456.893,430.086,404.851,381.097,358.737,337.689,317.875,299.225,281.668,265.142,249.585,234.941,3768.97
1914,2.90508,1718.28,3300.19,4726.17,5799.24,6499.45,6881.83,7028.75,7009.74,6880.23,6681.42,6440.93,6176.94,5902.43,5625.07,5350.13,5081.5,4821.37,4571.11,4331.47,4102.54,3884.1,3675.93,3477.73,3289.18,3118.64,2947.41,2784.95,2630.97,2485.29,2347.48,2217.07,2093.61,1976.72,1866.06,1761.31,1662.19,1568.41,1479.72,1395.85,1316.58,1241.66,1170.88,1104.01,1040.85,981.219,924.917,871.771,821.613,774.282,729.625,687.498,647.761,610.285,574.945,547.633,515.502,485.257,456.786,429.985,404.757,381.009,358.655,337.612,317.803,299.157,281.605,265.082,249.529,234.889,3768.16
1915,2.86986,1698.13,3263.78,4676.82,5740.76,6434.61,6813.28,6959.12,6941.29,6814.18,6618.45,6382.39,6123.88,5854.27,5581.95,5311.62,5046.68,4789.75,4542.23,4304.92,4078.23,3862.03,3655.97,3459.74,3273.02,3095.46,2934.89,2773.7,2620.79,2475.87,2338.76,2209.08,2086.35,1970.17,1860.17,1756.04,1657.47,1564.19,1475.94,1392.48,1313.57,1238.97,1168.47,1101.85,1038.93,979.5,923.382,870.4,820.388,773.188,728.647,686.624,646.98,609.586,574.32,541.063,515.361,485.125,456.662,429.87,404.649,380.908,358.56,337.523,317.72,299.079,281.532,265.014,249.466,234.829,3767.23
1916,2.835,1677.53,3225.46,4625.16,5680.68,6369.08,6743.75,6888.18,6870.91,6746.1,6553.59,6321.2,6067.46,5803.45,5536.02,5270.6,5010.1,4756.71,4512.23,4277.53,4053.05,3838.97,3635.04,3440.81,3255.96,3080.12,2912.95,2761.8,2610.1,2466.18,2329.81,2200.78,2078.75,1963.26,1853.94,1750.43,1652.44,1559.69,1471.92,1388.88,1310.34,1236.08,1165.89,1099.55,1036.87,977.654,921.731,868.924,819.068,772.008,727.592,685.679,646.135,608.83,573.642,540.456,509.162,484.975,456.523,429.739,404.527,380.793,358.453,337.423,317.626,298.991,281.45,264.937,249.394,234.762,3766.19
1917,2.7982,1657.13,3186.14,4570.46,5616.79,6293.7,6653.56,6795.52,6778.4,6656.35,6469.86,6245,5998.9,5742.64,5482.69,5223.21,4968.09,4719.3,4478.42,4246.78,4024.91,3813.07,3611.26,3419.16,3236.31,3062.34,2896.9,2739.64,2597.46,2454.78,2319.42,2191.17,2069.83,1955.06,1846.45,1743.64,1646.3,1554.15,1466.92,1384.38,1306.28,1232.42,1162.59,1096.57,1034.18,975.229,919.542,866.947,817.283,770.394,726.134,684.361,644.942,607.75,572.664,539.569,508.356,478.923,456.175,429.414,404.223,380.509,358.187,337.174,317.393,298.774,281.246,264.747,249.215,234.595,3763.57
1918,2.76145,1635.51,3140.51,4501.53,5531.94,6214.75,6559.73,6689.04,6671.55,6551.71,6370.46,6154.1,5917.61,5670.51,5419.23,5167.69,4918.72,4675.39,4439.13,4211.11,3992.35,3783.16,3583.64,3393.73,3213.04,3041.12,2877.59,2722.1,2574.32,2440.72,2306.64,2179.47,2058.96,1944.95,1837.12,1735.07,1638.47,1547.02,1460.43,1378.47,1300.91,1227.54,1158.14,1092.52,1030.49,971.864,916.473,864.147,814.726,768.058,723.999,682.408,643.154,606.113,571.164,538.193,507.094,477.763,450.103,428.727,403.579,379.905,357.621,336.643,316.896,298.307,280.808,264.336,248.831,234.234,3757.87
1919,2.72326,1614.03,3102.79,4443.29,5456.31,6111.8,6452.55,6568.9,6541.11,6423.9,6249.55,6043.68,5820.31,5586.24,5346.23,5104.42,4863.78,4626.69,4395.81,4172.32,3957.1,3750.94,3554.03,3366.36,3187.82,3018.02,2856.49,2702.87,2556.82,2418.02,2292.54,2166.63,2047.19,1934.02,1826.95,1725.67,1629.84,1539.12,1453.22,1371.9,1294.93,1222.08,1153.16,1087.98,1026.35,968.085,913.021,860.993,811.843,765.422,721.586,680.2,641.132,604.259,569.463,536.633,505.661,476.446,448.893,422.909,402.828,379.203,356.963,336.027,316.319,297.767,280.303,263.863,248.387,233.819,3751.34
1920,2.68563,1591.79,3063.43,4392.62,5390.64,6047.23,6391.59,6509.15,6471.28,6343.52,6166.41,5959.4,5738.27,5510.38,5278.41,5044.66,4811.75,4581.68,4356.16,4137.34,3926.04,3722.9,3528.54,3343.04,3166.35,2998.32,2838.55,2686.58,2542.08,2404.71,2274.16,2156.15,2037.73,1925.4,1818.97,1718.27,1623.03,1532.9,1447.58,1366.8,1290.32,1217.92,1149.42,1084.6,1023.3,965.332,910.536,858.749,809.816,763.591,719.932,678.704,639.779,603.035,568.355,535.629,504.751,475.621,448.143,422.228,397.789,378.902,356.681,335.763,316.072,297.536,280.086,263.66,248.197,233.641,3748.58
1921,2.64755,1569.76,3017.54,4329.79,5319.64,5975.48,6329.38,6453.2,6417.98,6280.99,6093.42,5882.99,5659.87,5433.36,5206.76,4980.34,4754.93,4532.12,4313.23,4099.48,3892.6,3693.17,3501.68,3318.61,3143.98,2977.71,2819.61,2669.33,2526.4,2390.5,2261.31,2138.54,2027.57,1916.21,1810.59,1710.5,1615.81,1526.25,1441.5,1361.27,1285.31,1213.39,1145.32,1080.9,1019.95,962.302,907.794,856.266,807.568,761.554,718.085,677.029,638.26,601.656,567.103,534.491,503.716,474.679,447.285,421.446,397.075,374.093,356.332,335.436,315.765,297.247,279.815,263.405,247.958,233.416,3745.09
1922,2.61036,1547.47,2973.7,4260.95,5237.94,5893.28,6247.18,6383.02,6355.41,6222.21,6027.22,5808.36,5583.4,5356.1,5131.56,4910.7,4692.49,4476.94,4265.02,4057.61,3855.59,3660.41,3472.48,3292.17,3119.89,2955.62,2799.24,2650.59,2509.28,2374.91,2247.16,2125.72,2010.31,1906,1801.32,1702.04,1607.95,1518.95,1434.76,1355.1,1279.68,1208.27,1140.67,1076.68,1016.12,958.832,904.643,853.404,804.967,759.189,715.933,675.071,636.477,600.032,565.622,533.14,502.483,473.553,446.256,420.504,396.213,373.303,351.697,335.001,315.356,296.864,279.455,263.068,247.641,233.119,3740.43
1923,2.57221,1525.81,2937.57,4210.76,5170.78,5807.36,6168.07,6307.18,6293.39,6168.4,5977.07,5750.75,5517.35,5287.91,5062.32,4843.19,4630.06,4421.16,4215.94,4014.97,3818.78,3628.05,3443.99,3266.91,3097.12,2934.94,2780.34,2633.2,2493.34,2360.41,2234,2113.82,1999.59,1891.04,1792.91,1694.45,1601.06,1512.56,1428.84,1349.65,1274.72,1203.78,1136.61,1073.02,1012.83,955.868,901.975,851.002,802.804,757.241,714.179,673.49,635.052,598.747,564.464,532.096,501.541,472.702,445.487,419.809,395.585,372.734,351.183,330.859,315.152,296.673,279.276,262.9,247.484,232.971,3738.19
1924,2.53248,1503.46,2894.2,4155.25,5103.52,5725.87,6062.37,6210.89,6202.09,6092.45,5911.78,5692.09,5454.49,5219.33,4993.29,4774.14,4563.21,4359.44,4160.72,3966.22,3776.24,3591.13,3411.39,3238.07,3071.43,2911.7,2759.18,2613.8,2475.46,2343.97,2219,2100.17,1987.2,1879.82,1777.78,1685.54,1592.98,1505.19,1422,1343.3,1268.86,1198.41,1131.73,1068.59,1008.81,952.225,898.675,848.012,800.093,754.782,711.948,671.465,633.214,597.077,562.947,530.716,500.285,471.559,444.447,418.861,394.72,371.945,350.461,330.199,311.091,296.325,278.95,262.594,247.197,232.703,3734.02
1925,2.25466,1480.18,2848.52,4087.58,5027.35,5646.54,5967.75,6094.54,6097.42,5994.51,5830.59,5623.03,5393.42,5155.62,4925.09,4706.1,4495.53,4294.07,4100.35,3912.11,3728.35,3549.19,3374.84,3205.68,3042.67,2886,2735.85,2592.51,2455.91,2325.92,2202.38,2084.96,1973.32,1867.18,1766.3,1670.43,1583.77,1496.81,1414.33,1336.17,1262.23,1192.29,1126.1,1063.45,1004.12,947.959,894.793,844.479,796.876,751.852,709.278,669.03,630.992,595.05,561.095,529.025,498.739,470.145,443.153,417.676,393.634,370.949,349.547,329.36,310.319,292.363,278.488,262.16,246.79,232.321,3728.05
1926,2.28638,1317.81,2806.01,4026.12,4949.41,5559.33,5876.59,5990.62,5974.35,5884.95,5729.78,5540.44,5324.28,5095.51,4863.45,4640.82,4430.73,4229.79,4038.35,3854.87,3677.03,3503.75,3335.02,3170.96,3011.88,2858.64,2711.4,2570.32,2435.64,2307.31,2185.19,2069.13,1958.83,1853.96,1754.26,1659.48,1569.42,1488.02,1406.33,1328.85,1255.42,1185.96,1120.25,1058.08,999.214,943.482,890.716,840.768,793.498,748.775,706.474,666.475,628.661,592.923,559.154,527.252,497.119,468.664,441.798,416.436,392.498,369.908,348.593,328.484,309.515,291.624,274.752,261.714,246.372,231.929,3721.94
1927,2.1888,1336.41,2502.15,3974.45,4886.68,5477.56,5793.51,5907.05,5880.44,5773.81,5631.92,5450.47,5250.9,5034.17,4810.13,4585.73,4372,4171.36,3980.29,3798.86,3625.4,3457.59,3294.29,3135.42,2981.04,2831.4,2687.29,2548.85,2416.22,2289.62,2168.98,2054.19,1945.1,1841.43,1742.85,1649.13,1560.05,1475.4,1398.88,1322.1,1249.26,1180.24,1114.95,1053.19,994.739,939.407,887.017,837.416,790.462,746.026,703.984,664.218,626.616,591.068,557.471,525.724,495.733,467.405,440.654,415.396,391.552,369.047,347.809,327.77,308.864,291.03,274.209,258.346,246.088,231.664,3717.88
1928,2.13346,1279.28,2531.18,3532.29,4805.67,5398.21,5688.81,5803.36,5778.18,5663.73,5508.58,5343.36,5154.53,4956.02,4745.13,4529.41,4314.71,4111.1,3920.65,3739.83,3568.53,3405.05,3247.1,3093.52,2944.2,2799.16,2658.61,2523.28,2393.28,2268.75,2149.89,2036.63,1928.86,1826.44,1729.11,1636.56,1548.58,1464.94,1385.47,1313.63,1241.53,1173.15,1108.35,1047.04,989.052,934.173,882.219,833.027,786.453,742.364,700.639,661.161,623.82,588.511,555.13,523.581,493.769,465.605,439.003,413.881,390.161,367.77,346.635,326.689,307.87,290.114,273.365,257.568,242.67,231.158,3709.98
1929,2.17976,1246.95,2423.35,3574.04,4272.28,5312.59,5615.67,5708.06,5686.36,5574.37,5411.38,5232.5,5057.79,4868.35,4673.88,4470.08,4263.3,4058.64,3865.31,3685.01,3514.23,3352.73,3198.79,3050.18,2905.79,2765.45,2629.17,2497.13,2370.02,2247.92,2130.96,2019.32,1912.95,1811.74,1715.56,1624.15,1537.23,1454.6,1376.05,1301.41,1233.94,1166.23,1102,1041.14,983.562,929.096,877.551,828.753,782.549,738.803,697.391,658.199,621.118,586.044,552.877,521.521,491.886,463.883,437.427,412.438,388.839,366.558,345.523,325.669,306.933,289.253,272.573,256.839,241.999,228.003,3702.98
