"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68","Age69","Age70"
1930,2.16001,1273.95,2357.75,3413.33,4310.85,4720.28,5522.96,5630.92,5589.25,5482.15,5322.55,5136.97,4949.9,4774.24,4588.63,4400.54,4205.15,4008.1,3813.91,3631.02,3460.84,3299.93,3147.93,3003.18,2863.53,2727.89,2596.1,2468.14,2344.19,2224.86,2110.25,2000.46,1895.68,1795.83,1700.83,1610.55,1524.75,1443.17,1365.6,1291.87,1221.81,1158.47,1094.92,1034.63,977.494,923.441,872.312,823.924,778.115,734.741,693.673,654.797,618.004,583.192,550.264,519.126,489.689,461.866,435.575,410.737,387.276,365.12,344.2,324.451,305.811,288.219,271.619,255.958,241.185,227.251,3691.47
1931,2.11083,1262.4,2409.1,3321.46,4117.51,4759.75,4899.39,5529,5504.72,5380.03,5227.25,5047.04,4855.48,4669.57,4497.93,4318.77,4138.51,3952.36,3765.43,3581.82,3409.28,3248.97,3097.58,2954.7,2818.71,2687.57,2560.23,2436.52,2316.42,2200.1,2088.11,1980.56,1877.54,1779.21,1685.52,1596.37,1511.65,1431.13,1354.57,1281.78,1212.59,1146.84,1087.4,1027.75,971.171,917.553,866.824,818.838,773.425,730.431,689.721,651.177,614.688,580.154,547.48,516.573,487.347,459.716,433.601,408.923,385.608,363.586,342.788,323.151,304.612,287.114,270.6,255.018,240.316,226.448,3679.34
1932,2.02301,1233.73,2389.97,3399,4014.19,4557.24,4966.31,4930.95,5434.17,5326.3,5153.6,4975.49,4784.56,4590.83,4407.09,4239.64,4066.96,3894.56,3717.57,3540.52,3367.07,3204.34,3053.34,2910.84,2776.43,2648.56,2525.28,2405.6,2289.35,2176.5,2067.2,1961.99,1860.94,1764.14,1671.76,1583.73,1499.98,1420.38,1344.73,1272.8,1204.41,1139.4,1077.62,1021.78,965.738,912.575,862.197,814.533,769.446,726.776,686.378,648.128,611.911,577.625,545.177,514.475,485.434,457.971,432.008,407.469,384.28,362.372,341.678,322.136,303.683,286.263,269.82,254.302,239.659,225.844,3670.61
1933,2.01949,1182.39,2336.25,3373.08,4109.13,4440.21,4747.88,4990.67,4838.92,5250.22,5095.51,4900.3,4713.1,4521.29,4331.06,4152.77,3991.44,3826.36,3662.41,3494.77,3327.55,3164.02,3010.77,2868.68,2734.67,2608.31,2488.14,2372.3,2259.86,2150.65,2044.64,1941.97,1843.14,1748.22,1657.3,1570.52,1487.84,1409.16,1334.39,1263.33,1195.76,1131.52,1070.45,1012.42,959.965,907.319,857.378,810.053,765.276,722.921,682.836,644.885,608.951,574.927,542.717,512.233,483.389,456.106,430.306,405.914,382.859,361.073,340.49,321.048,302.687,285.35,268.983,253.535,238.955,225.197,3661.36
1934,1.99708,1180.31,2235.93,3291.11,4069.49,4545.77,4629.55,4774.97,4901.46,4678.69,5025.87,4847.15,4642.95,4454.06,4265.26,4080.66,3909.06,3754.67,3597.63,3442.29,3283.95,3126.3,2972.33,2828.16,2694.55,2568.59,2449.86,2336.96,2228.14,2122.53,2019.96,1920.4,1823.97,1731.15,1642.01,1556.62,1475.12,1397.47,1323.58,1253.36,1186.62,1123.16,1062.83,1005.47,950.968,901.7,852.254,805.349,760.9,718.845,679.063,641.413,605.768,572.017,540.059,509.806,481.173,454.081,428.454,404.22,381.309,359.653,339.19,319.856,301.594,284.347,268.062,252.688,238.176,224.481,3651.18
1935,2.37197,1167.09,2225.57,3137.66,3952.93,4489.21,4713.18,4629.58,4662.85,4712.86,4456.47,4760.92,4577.16,4375.99,4192.55,4010.91,3834.36,3670.91,3524.32,3375.81,3229.3,3080.27,2932.09,2787.49,2652.17,2526.8,2408.65,2297.3,2191.43,2089.4,1990.37,1894.2,1800.86,1710.45,1623.42,1539.84,1459.78,1383.37,1310.56,1241.28,1175.44,1112.86,1053.36,996.784,943.004,891.896,845.698,799.332,755.347,713.665,674.228,636.922,601.614,568.187,536.535,506.565,478.193,451.34,425.932,401.897,379.169,357.681,337.371,318.178,300.045,282.916,266.74,251.466,237.046,223.434,3635.84
1936,1.79896,1386.05,2194.79,3111.99,3753.26,4351.55,4636.25,4694.39,4502.7,4465.89,4473.15,4208.88,4484.72,4305.35,4112.13,3936.65,3763.58,3595.92,3441.14,3302.68,3162.79,3025.07,2885.17,2746.2,2610.66,2483.86,2366.43,2255.77,2151.49,2052.35,1956.82,1864.1,1774.05,1686.65,1601.99,1520.51,1442.25,1367.28,1295.73,1227.55,1162.67,1101.02,1042.42,986.695,933.715,883.35,835.487,792.222,748.797,707.603,668.565,631.628,596.687,563.618,532.309,502.662,474.59,448.015,422.862,399.062,376.549,355.258,335.13,316.104,298.125,281.138,265.092,249.938,235.628,222.119,3616.34
1937,1.81623,1051.39,2622.96,3094.85,3757.87,4142.75,4512.06,4636.49,4584.37,4329.79,4254.58,4238.82,3976.46,4229.56,4055.54,3869.96,3702.07,3537.23,3378.14,3231.68,3100.94,2969.13,2839.55,2708.04,2577.49,2450.22,2331.18,2220.95,2117.1,2019.24,1926.21,1836.56,1749.56,1665.06,1583.04,1503.61,1427.14,1353.7,1283.36,1216.21,1152.23,1091.35,1033.48,978.492,926.197,876.475,829.208,784.287,743.682,702.926,664.264,627.623,592.955,560.16,529.121,499.733,471.906,445.557,420.611,397.001,374.661,353.528,333.543,314.648,296.788,279.91,263.964,248.9,234.674,221.241,3604.15
1938,2.31552,1061.51,1992,3704.43,3743.49,4145.71,4288.59,4504.84,4520.28,4401.26,4119.27,4027.5,4001.9,3748.59,3983.17,3816.22,3639.12,3479.29,3322.92,3172.46,3034.24,2911.03,2787.01,2665.2,2541.67,2419.08,2299.6,2187.88,2084.43,1986.97,1895.15,1807.85,1723.73,1642.09,1562.81,1485.85,1411.31,1339.56,1270.64,1204.63,1141.62,1081.58,1024.44,970.141,918.531,869.453,822.789,778.427,736.267,698.157,659.905,623.617,589.227,556.686,525.904,496.769,469.185,443.064,418.33,394.914,372.751,351.78,331.941,313.18,295.442,278.676,262.831,247.861,233.719,220.363,3592.2
1939,2.2295,1353.31,2010.46,2812.02,4478.56,4129.75,4291.94,4282.02,4392.23,4340.01,4187.46,3899.48,3802.35,3772.45,3530.05,3747.91,3588.35,3419.9,3268.28,3120.39,2978.43,2848.22,2732.29,2615.71,2501.29,2385.3,2270.22,2158.09,2053.25,1956.18,1864.73,1778.58,1696.67,1617.75,1541.15,1466.75,1394.55,1324.61,1257.28,1192.61,1130.67,1071.54,1015.2,961.583,910.626,862.195,816.138,772.345,730.713,691.146,655.381,619.48,585.423,553.146,522.605,493.713,466.368,440.477,415.959,392.744,370.764,349.961,330.276,311.654,294.043,277.392,261.653,246.779,232.726,219.45,3579.87
1940,2.09312,1303,2561.61,2835.84,3396.47,4936.49,4267.85,4277.66,4167.42,4209.65,4122.72,3958.88,3677.72,3581.49,3550.25,3319.75,3522.38,3370.62,3211.02,3067.69,2928.23,2794.58,2672.15,2563.22,2453.76,2346.37,2237.54,2129.59,2024.42,1926.08,1835.04,1749.28,1668.48,1591.67,1517.65,1445.81,1376.05,1308.32,1242.73,1179.58,1118.93,1060.83,1005.37,952.519,902.228,854.429,808.999,765.795,724.714,685.66,648.542,614.99,581.311,549.359,519.078,490.425,463.319,437.663,413.372,390.368,368.586,347.963,328.444,309.973,292.5,275.975,260.351,245.582,231.624,218.437,3566.14
1941,1.84403,1223.32,2466.27,3613.01,3425.36,3749.08,5118.68,4268.16,4177.49,4007.47,4010.57,3906.86,3740.4,3468.62,3373.82,3341.33,3122.07,3310.69,3166.63,3015.71,2880.44,2749.07,2623.32,2508.22,2405.87,2303.07,2202.24,2100.09,1998.77,1900.06,1807.78,1722.35,1641.88,1566.05,1493.97,1424.51,1357.1,1291.63,1228.08,1166.52,1107.26,1050.34,995.808,943.76,894.16,846.96,802.099,759.459,718.909,680.351,643.695,608.856,577.364,545.751,515.76,487.336,460.44,434.996,410.913,388.11,366.516,346.069,326.709,308.385,291.045,274.642,259.129,244.461,230.595,217.492,3553.73
1942,1.86342,1077.69,2310.41,3468.4,4350.09,3780.65,3889.72,5122.13,4170.75,4019.43,3819.57,3801.44,3691.34,3527.23,3266.65,3174.23,3141.21,2933.31,3109.11,2972.84,2830.5,2703.12,2579.55,2461.39,2353.29,2257.2,2160.72,2066.11,1970.27,1875.22,1782.63,1696.06,1615.93,1540.44,1469.31,1401.7,1336.55,1273.31,1211.89,1152.27,1094.53,1038.94,985.537,934.383,885.554,839.022,794.741,752.654,712.65,674.606,638.431,604.04,571.353,541.805,512.145,484.005,457.336,432.1,408.226,385.629,364.232,343.971,324.784,306.618,289.423,273.152,257.76,243.202,229.438,216.427,3539.56
1943,1.93034,1088.82,2012.54,3218.43,4140.87,4783.07,3897.2,3868.28,4975.14,3989.93,3811.3,3604.62,3578.82,3470.6,3313.39,3066.37,2977.7,2945.13,2749.04,2912.88,2784.59,2650.86,2531.3,2415.44,2304.7,2203.43,2113.44,2023.11,1934.53,1844.81,1755.83,1669.15,1588.12,1513.1,1442.44,1375.86,1312.57,1251.58,1192.38,1134.88,1079.07,1025.01,972.96,922.966,875.073,829.356,785.789,744.328,704.921,667.464,631.841,597.968,565.764,535.156,507.488,479.713,453.361,428.386,404.753,382.395,361.233,341.195,322.219,304.249,287.236,271.132,255.892,241.475,227.84,214.948,3518.88
1944,1.94589,1127.51,1988.22,2740.49,3758.5,4541.82,4926.79,3872.74,3754.31,4755.12,3778.51,3590.46,3385.83,3355.8,3250.52,3100.48,2867.22,2782.69,2751.03,2567.02,2719.39,2599.22,2474.14,2362.39,2254.16,2150.77,2056.23,1972.25,1887.95,1805.3,1721.58,1638.56,1557.69,1482.08,1412.09,1346.16,1284.04,1224.99,1168.08,1112.84,1059.2,1007.12,956.671,908.105,861.455,816.763,774.102,733.446,694.755,657.98,623.024,589.78,558.168,528.114,499.548,473.726,447.804,423.21,399.9,377.843,356.975,337.223,318.52,300.809,284.036,268.156,253.124,238.899,225.442,212.714,3486.01
1945,2.11575,1136.22,2019.12,2654.42,3139.48,4112.95,4673.54,4890.85,3754.74,3584.22,4496.83,3553.24,3365.26,3167.01,3134.58,3033.11,2890.78,2671.65,2591.69,2561.35,2389.48,2530.91,2418.81,2302.25,2198.16,2097.4,2001.16,1913.19,1835.04,1756.61,1679.72,1601.84,1524.6,1449.37,1379.03,1313.92,1252.58,1194.79,1139.86,1086.91,1035.53,985.616,937.165,890.231,845.047,801.643,760.062,720.37,682.542,646.543,612.325,579.8,548.868,519.454,491.488,464.908,440.881,416.759,393.874,372.183,351.658,332.239,313.859,296.454,279.972,264.363,249.585,235.596,222.358,209.835,3442.72
1946,1.85355,1235.48,2043.33,2707.22,3053.41,3435.51,4228.33,4635.2,4737.53,3581.61,3387.35,4227.13,3330.01,3148.11,2959.01,2925.96,2829.11,2694.75,2489.36,2414.07,2385.27,2224.86,2356.3,2251.78,2143.17,2046.23,1952.4,1862.81,1780.92,1708.18,1635.18,1563.62,1491.13,1419.25,1349.23,1283.76,1223.16,1166.08,1112.29,1061.16,1011.89,964.058,917.602,872.505,828.818,786.76,746.359,707.653,670.705,635.492,601.981,570.128,539.85,511.055,483.672,457.638,432.893,410.524,388.068,366.762,346.568,327.458,309.379,292.266,276.062,260.716,246.183,232.423,219.399,207.073,3401.53
1947,1.94434,1082.71,2268.6,2798.11,3178.04,3340.88,3515.1,4173.86,4468.93,4499.48,3373.53,3177.79,3958.97,3116.58,2945.02,2766.81,2734.52,2642.75,2516.24,2323.76,2252.99,2225.78,2075.91,2198.41,2100.82,1999.47,1909.01,1821.49,1737.91,1661.54,1593.7,1525.62,1458.87,1391.27,1324.23,1258.92,1197.86,1141.34,1088.09,1037.93,990.234,944.271,899.656,856.32,814.25,773.496,734.259,696.567,660.456,625.983,593.13,561.863,532.143,503.892,477.023,451.472,427.178,404.087,383.214,362.258,342.375,323.529,305.695,288.823,272.851,257.728,243.405,229.841,216.998,204.841,3369.27
1948,1.87591,1136.24,2042.38,3188.01,3363.68,3503.36,3458.16,3509.29,4069.14,4290.17,4279.79,3192.04,2998.12,3728.8,2932.03,2768.17,2598.78,2566.95,2479.71,2360.24,2179.19,2112.5,2086.77,1946.12,2060.88,1969.35,1874.31,1789.51,1707.46,1629.13,1557.55,1493.97,1430.16,1367.61,1304.25,1241.42,1180.21,1122.98,1070.01,1020.1,973.082,928.38,885.298,843.48,802.861,763.427,725.225,688.445,653.112,619.261,586.946,556.148,526.837,498.975,472.49,447.301,423.347,400.571,378.923,359.353,339.706,321.064,303.395,286.674,270.854,255.879,241.699,228.269,215.551,203.509,3352
1949,2.13139,1096.06,2130.73,2849.5,3799.43,3699.46,3614.5,3440.96,3409.75,3893.42,4067.87,4037.83,3003.63,2816.97,3500.02,2749.94,2594.49,2434.36,2403.51,2321.07,2208.75,2039.01,1976.41,1952.21,1820.55,1927.87,1842.22,1753.31,1673.99,1597.25,1523.99,1457.04,1397.58,1337.91,1279.41,1220.15,1161.39,1104.14,1050.62,1001.07,954.393,910.415,868.604,828.308,789.193,751.198,714.311,678.576,644.17,611.118,579.452,549.221,520.409,492.988,466.923,442.145,418.579,396.168,374.859,354.605,336.295,317.913,300.47,283.938,268.293,253.49,239.478,226.209,213.643,201.742,3327.81
1950,2.3251,1245.29,2053.62,2969.67,3391.68,4175.97,3812.16,3592.07,3339.2,3258.55,3687.62,3834.3,3796.55,2820.34,2642.69,3281.04,2576.22,2429.26,2278.36,2248.77,2171.16,2065.78,1906.83,1848.16,1825.46,1702.32,1802.65,1722.56,1639.43,1565.28,1493.53,1425.05,1362.46,1306.88,1251.1,1196.41,1141.02,1086.08,1032.56,982.523,936.202,892.563,851.447,812.356,774.681,738.109,702.584,668.094,634.68,602.509,571.603,541.992,513.723,486.78,461.137,436.762,413.59,391.551,370.592,350.664,331.721,314.598,297.405,281.092,265.629,250.996,237.15,224.044,211.634,199.879,3302.25
1951,2.26808,1358.47,2331.82,2860.1,3531.93,3731.36,4313.64,3797.8,3494.42,3198.68,3092.65,3481.52,3609.44,3567.8,2647.35,2478.38,3074.79,2412.87,2274.22,2132.25,2104.08,2031.15,1932.36,1783.56,1728.61,1707.34,1592.14,1685.96,1611.06,1533.32,1463.98,1396.89,1332.85,1274.33,1222.36,1170.2,1119.06,1067.26,1015.89,965.838,919.045,875.727,834.918,796.467,759.91,724.676,690.473,657.248,624.991,593.741,563.651,534.745,507.049,480.608,455.407,431.422,408.621,386.947,366.332,346.727,328.086,310.366,294.348,278.265,263.004,248.539,234.85,221.898,209.637,198.026,3277.01
1952,2.83526,1324.57,2507.12,3190.66,3330.22,3861.85,3819.25,4257.52,3659.99,3316.51,3009.55,2896.85,3254.26,3370.36,3329.21,2468.81,2309.89,2864.3,2246.75,2116.99,1984.41,1957.9,1889.84,1797.81,1659.31,1608.16,1588.36,1481.19,1568.49,1498.82,1426.52,1362.02,1299.63,1240.07,1185.64,1137.3,1088.79,1041.23,993.053,945.269,898.712,855.187,814.893,776.932,741.164,707.157,674.381,642.563,611.654,581.644,552.57,524.576,497.681,471.912,447.311,423.863,401.545,380.33,360.162,340.979,322.736,305.389,288.9,273.994,259.027,244.825,231.363,218.623,206.569,195.158,3235.12
1953,2.24653,1656.44,2474.78,3482.3,3782.72,3662.86,3990.03,3805.67,4142.63,3506.57,3147.87,2841.11,2726.35,3057.11,3162.25,3120.69,2312.43,2162.29,2680.06,2101.55,1979.72,1855.44,1830.46,1766.71,1680.61,1551.1,1503.26,1484.74,1384.56,1466.17,1401.06,1333.48,1273.2,1214.89,1159.22,1108.36,1063.18,1017.85,973.398,928.368,883.707,840.191,799.509,761.848,726.366,692.934,661.147,630.51,600.769,571.876,543.825,516.646,490.477,465.336,441.247,418.248,396.328,375.464,355.63,336.776,318.842,301.786,285.568,270.152,256.216,242.222,228.944,216.357,204.445,193.175,3207.91
1954,2.66271,1312.77,3116.07,3466.15,4170.21,4175.58,3807.04,3999.97,3725.62,3992.75,3346.65,2986.16,2685.13,2570.53,2877.72,2973.19,2931.53,2170.84,2028.93,2513.91,1970.8,1856.25,1739.53,1715.98,1656.15,1575.38,1453.95,1409.1,1391.73,1297.83,1374.33,1313.3,1249.96,1193.46,1138.81,1086.64,1038.96,996.627,954.136,912.475,870.27,828.41,787.623,749.492,714.192,680.935,649.598,619.804,591.087,563.209,536.127,509.832,484.356,459.826,436.259,413.678,392.119,371.57,352.012,333.42,315.745,298.933,282.944,267.74,253.288,240.223,227.104,214.656,202.856,191.689,3188.92
1955,4.13075,1555.76,2459.36,4342.35,4125.63,4593.03,4323.78,3802.08,3900.91,3577.43,3797.56,3165.13,2814.87,2525.97,2414.83,2700.63,2787.99,2747.23,2033.43,1899.87,2353.45,1844.71,1737.31,1627.95,1605.84,1549.8,1474.2,1360.56,1318.58,1302.34,1214.47,1286.06,1228.96,1169.7,1116.85,1065.71,1016.9,972.294,932.683,892.927,853.947,814.457,775.29,737.126,701.446,668.416,637.297,607.974,580.095,553.223,527.136,501.793,477.187,453.346,430.39,408.336,387.203,367.028,347.797,329.493,312.093,295.551,279.817,264.852,250.623,237.097,224.869,212.591,200.94,189.896,3164.67
1956,3.43953,2413.62,2919.39,3434.09,5181,4546.96,4760.65,4322.42,3711.62,3749.43,3405.69,3594.63,2985.86,2649.87,2374.51,2267.64,2533.94,2614.28,2574.87,1905.22,1779.66,2204.2,1727.54,1626.84,1524.36,1503.62,1451.12,1380.32,1273.92,1234.62,1219.41,1137.15,1204.19,1150.73,1095.25,1045.77,997.901,952.203,910.444,873.362,836.142,799.649,762.677,726.006,690.275,656.87,625.944,596.807,569.353,543.25,518.089,493.664,469.934,446.894,424.571,403.075,382.424,362.636,343.743,325.735,308.595,292.301,276.81,262.076,248.062,234.737,222.07,210.619,199.12,188.209,3142.08
1957,3.62918,2008.53,4432.42,3970.61,3971.26,5682.13,4695.15,4740.6,4202.79,3552.79,3553.55,3207.93,3372.96,2794.84,2476.18,2216.19,2114.54,2361.3,2434.99,2397.46,1773.53,1656.38,2051.28,1607.57,1513.79,1418.39,1399.07,1350.2,1284.32,1185.31,1148.75,1134.6,1058.07,1120.45,1070.72,1019.1,973.069,928.533,886.017,847.167,812.667,778.04,744.088,709.689,675.571,642.327,611.246,582.472,555.363,529.818,505.531,482.121,459.394,437.314,415.876,395.105,375.104,355.887,337.475,319.895,303.138,287.189,272.027,257.612,243.901,230.861,218.461,206.673,196.017,185.317,3099.46
1958,3.32656,2120.52,3768.26,6187.6,4735.84,4373.77,5880.37,4686.3,4620.51,4033.42,3377.68,3359.96,3023.67,3173.21,2625.96,2324.3,2078.65,1982.12,2212.43,2280.72,2245.05,1660.52,1550.67,1920.24,1504.81,1416.98,1327.67,1309.57,1263.83,1202.17,1109.5,1075.28,1062.05,990.418,1048.83,1002.28,953.979,910.895,869.214,829.424,793.064,760.776,728.367,696.591,664.395,632.462,601.345,572.253,545.32,519.946,496.036,473.302,451.389,430.115,409.447,389.379,369.935,351.211,333.222,315.985,299.528,283.841,268.91,254.715,241.22,228.383,216.175,204.566,193.53,183.553,3075.96
1959,4.87657,1943.95,3991.08,5280.97,7415.83,5233.52,4556.95,5909.49,4599.04,4463.96,3857.62,3209.74,3179.78,2853.81,2989.43,2470.64,2184.75,1952.5,1860.92,2076.42,2140,2106.18,1557.63,1454.48,1801.03,1411.34,1328.95,1245.16,1228.18,1185.28,1127.45,1040.54,1008.46,996.048,928.871,983.656,940.009,894.709,854.306,815.219,777.904,743.807,713.528,683.135,653.335,623.143,593.194,564.012,536.729,511.471,487.674,465.25,443.93,423.379,403.427,384.043,365.222,346.985,329.425,312.553,296.387,280.951,266.239,252.234,238.921,226.264,214.224,202.773,191.885,181.533,3057.5
1960,3.28435,2849.47,3649.08,5575.22,6304.41,8179.93,5434.3,4563.82,5779.46,4428.29,4256.34,3656.18,3030.97,2995.67,2684.3,2808.61,2319.18,2049.49,1830.75,1744.29,1945.82,2005.08,1973.18,1459.16,1362.47,1687.04,1321.99,1244.8,1166.32,1150.41,1110.23,1056.07,974.669,944.617,933.002,870.083,921.407,880.53,838.102,800.262,763.653,728.705,696.769,668.41,639.944,612.033,583.753,555.703,528.369,502.814,479.155,456.865,435.861,415.89,396.64,377.951,359.794,342.163,325.081,308.631,292.827,277.682,263.223,249.44,236.321,223.849,211.992,200.713,189.985,179.785,3034.82
1961,3.62382,1918.97,5337.49,5084.24,6634.69,6944.14,8472.17,5428.46,4451.82,5550.79,4212.59,4026.06,3446.79,2851.48,2814.31,2519.16,2633.69,2173.39,1919.76,1714.3,1632.96,1821.34,1876.6,1846.62,1365.51,1274.98,1578.69,1237.08,1164.84,1091.4,1076.52,1038.93,988.252,912.088,883.973,873.112,814.24,862.278,824.032,784.335,748.929,714.676,681.975,652.094,625.559,598.924,572.808,546.345,520.097,494.519,470.606,448.467,427.608,407.953,389.264,371.25,353.76,336.768,320.269,304.282,288.888,274.096,259.923,246.39,233.491,221.212,209.54,198.442,187.885,177.845,3009.23
1962,4.98314,2117.69,3614.36,7486.76,6099.76,7331.43,7231.98,8510.6,5325.18,4299.31,5307.17,4002.29,3809.77,3253.11,2686.45,2648.06,2368.14,2474.13,2040.72,1801.95,1608.72,1532.13,1708.69,1760.4,1732.19,1280.85,1195.91,1480.77,1160.34,1092.58,1023.7,1009.74,974.485,926.953,855.518,829.151,818.968,763.751,808.815,772.945,735.713,702.506,670.38,639.71,611.684,586.797,561.815,537.32,512.5,487.88,463.89,441.46,420.694,401.129,382.693,365.164,348.267,331.861,315.923,300.446,285.451,271.01,257.135,243.84,231.146,219.046,207.528,196.578,186.168,176.265,2990
1963,3.1145,2911.35,3954.43,5016.84,8870.69,6725.78,7620.32,7250.07,8331.48,5131.96,4101.68,5030.76,3778.28,3586.87,3057.15,2521.33,2482.95,2218.95,2317.12,1910.56,1686.61,1505.5,1433.66,1598.75,1647.06,1620.6,1198.31,1118.84,1385.32,1085.54,1022.15,957.712,944.658,911.677,867.213,800.385,775.721,766.198,714.543,756.707,723.152,688.321,657.257,627.204,598.512,572.294,549.012,525.642,502.726,479.507,456.474,434.03,413.046,393.619,375.315,358.067,341.667,325.859,310.511,295.599,281.119,267.089,253.579,240.598,228.159,216.282,204.961,194.184,183.939,174.199,2962.73
1964,5.11147,1820.02,5478.1,5540.13,6010.51,9804.4,7010.62,7661.52,7118.3,8052.72,4910.1,3898.84,4761.91,3566.47,3379.37,2876.44,2370,2332.3,2083.29,2174.7,1792.69,1582.3,1412.23,1344.74,1499.51,1544.77,1519.93,1123.85,1049.31,1299.23,1018.08,958.628,898.194,885.954,855.025,813.327,750.655,727.527,718.599,670.155,709.704,678.235,645.572,616.439,588.255,561.347,536.76,514.926,493.009,471.518,449.742,428.141,407.092,387.411,369.192,352.025,335.849,320.468,305.642,291.247,277.262,263.681,250.523,237.851,225.676,214.009,202.87,192.252,182.144,172.535,2942.46
1965,3.60026,2986.89,3420.64,7663.95,6626.31,6641.06,10216.3,7046.16,7519.71,6877.76,7701.91,4665.65,3689.19,4493.37,3358.96,3178.48,2702.83,2225.41,2188.92,1954.54,2039.81,1681.22,1483.74,1324.16,1260.82,1405.88,1448.28,1424.97,1053.64,983.744,1218.05,954.465,898.731,842.076,830.603,801.61,762.52,703.766,682.086,673.718,628.303,665.385,635.884,605.263,577.952,551.53,526.305,503.254,482.786,462.239,442.091,421.676,401.424,381.69,363.24,346.158,330.064,314.898,300.478,286.578,273.082,259.97,247.238,234.9,223.02,211.605,200.666,190.222,180.267,170.79,2920.84
1966,50.8202,2103.86,5617.53,4789.49,9175.71,7324.56,6925.18,10275.8,6920.99,7271,6582.6,7322.78,4416.96,3482.6,4233.48,3160.34,2987.59,2538.72,2089.25,2054.28,1833.87,1913.55,1576.98,1391.64,1241.9,1182.45,1318.47,1358.21,1336.34,988.097,922.551,1142.28,895.095,842.829,789.7,778.944,751.757,715.1,660.002,639.673,631.828,589.239,624.018,596.354,567.638,542.028,517.25,493.594,471.978,452.783,433.515,414.621,395.475,376.484,357.977,340.674,324.655,309.562,295.339,281.816,268.78,256.123,243.826,231.885,220.315,209.173,198.467,188.209,178.413,169.076,2899.73
1967,2.48478,29696.6,3951.87,7853.62,5724.07,10142.9,7641.77,6969.05,10098.3,6695.21,6961.49,6259.93,6932.94,4169.41,3280.73,3982.41,2969.91,2805.56,2382.84,1960.27,1926.99,1719.95,1794.48,1478.73,1304.87,1164.42,1108.66,1236.17,1273.42,1252.91,926.405,864.95,1070.96,839.21,790.21,740.399,730.316,704.828,670.462,618.805,599.747,592.393,552.464,585.074,559.139,532.217,508.206,484.975,462.797,442.531,424.535,406.47,388.756,370.806,353,335.649,319.426,304.407,290.256,276.921,264.242,252.019,240.152,228.623,217.427,206.579,196.132,186.094,176.476,167.291,2877.52
1968,3.57714,1451.73,55541.3,5495.89,9325.24,6301.2,10496.6,7627.12,6792.23,9690.62,6364.01,6580,5897.45,6518.33,3914.7,3077.17,3732.33,2781.7,2626.56,2230.07,1834.16,1802.74,1608.88,1678.47,1383.08,1220.43,1089.05,1036.89,1156.15,1190.99,1171.81,866.445,808.974,1001.66,784.914,739.091,692.509,683.086,659.253,627.116,578.804,560.983,554.111,516.767,547.276,523.021,497.843,475.387,453.662,432.92,413.966,397.135,380.24,363.672,346.884,330.23,314.001,298.827,284.779,271.543,259.07,247.21,235.778,224.678,213.893,203.42,193.272,183.5,174.11,165.112,2848.8
1969,2.37195,2090.53,2739.69,78092.7,6612.41,10310.2,6566.16,10550.4,7486.47,6563.5,9270.92,6049.97,6230.28,5569.45,6144.83,3685.69,2894.46,3508.34,2613.49,2466.88,2093.99,1721.96,1692.27,1510.17,1575.42,1298.12,1145.44,1022.12,973.159,1085.08,1117.78,1099.79,813.193,759.258,940.108,736.684,693.68,649.964,641.123,618.758,588.598,543.257,526.534,520.086,485.039,513.677,490.914,467.284,446.209,425.819,406.353,388.564,372.768,356.911,341.362,325.605,309.975,294.742,280.501,267.315,254.892,243.186,232.054,221.324,210.905,200.783,190.953,181.428,172.255,163.442,2829.26
1970,3.35646,1386.15,3946.14,3853.15,93966.6,7289.11,10668.9,6553.37,10282.6,7185.03,6241.67,8770.99,5707.63,5868.17,5240,5776.37,3462.23,2717.41,3292.29,2451.75,2313.69,1963.65,1614.62,1586.67,1415.88,1477.01,1217.02,1073.87,958.262,912.361,1017.3,1047.97,1031.11,762.421,711.862,881.434,690.715,650.403,609.422,601.141,580.178,551.906,509.398,493.723,487.684,454.825,481.685,460.346,438.193,418.435,399.32,381.069,364.392,349.583,334.716,320.138,305.364,290.709,276.426,263.073,250.71,239.061,228.084,217.646,207.584,197.815,188.323,179.105,170.173,161.571,2807.14
1971,2.48949,1960.92,2585.39,5469.59,4557.82,103613,7579.87,10700.6,6418.45,9913.87,6857.06,5917.78,8280.63,5373.44,5513.99,4917.06,5415.11,3243.43,2544.41,3081.62,2294.31,2164.75,1837.04,1510.39,1484.17,1324.37,1381.52,1138.32,1004.42,896.288,853.354,951.509,980.194,964.425,713.117,665.831,824.441,646.056,608.353,570.024,562.28,542.675,516.233,476.474,461.815,456.168,425.434,450.561,430.602,409.882,391.403,373.524,356.453,340.855,327.004,313.099,299.463,285.645,271.937,258.578,246.087,234.523,223.628,213.36,203.597,194.185,185.047,176.168,167.546,159.191,2777.14
