"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68","Age69","Age70"
1931,4575.97,4353.39,4066.65,3677.12,3486.12,3353.74,3013.98,3082.04,2844.34,2619.33,2432.67,2267.45,2125.5,2007.37,1909.41,1814.25,1721.61,1620.56,1515.33,1419.72,1334.21,1258.81,1189.65,1126.34,1067.33,1010.78,955.702,901.899,849.363,798.283,749.271,702.469,658.023,616.111,576.699,539.718,505.07,472.583,442.071,413.407,386.476,361.179,338.371,315.972,294.981,275.333,256.97,239.811,223.771,208.772,194.747,181.634,169.375,157.918,147.213,137.215,127.879,119.163,111.028,103.436,96.3538,89.7472,83.5857,77.8402,72.4834,67.4898,62.8355,58.498,54.4562,50.6905,681.324
1932,4385.59,4254.77,4034.42,3763.36,3399.82,3220.43,3074.35,2762.19,2824.14,2607.35,2404.83,2238.43,2091.19,1964.04,1857.37,1768.16,1680.75,1595.24,1501.72,1404.24,1315.65,1236.42,1166.54,1102.45,1043.78,989.097,936.694,885.652,835.792,787.107,739.771,694.352,650.98,609.792,570.952,534.429,500.158,468.049,437.944,409.668,383.105,358.148,334.705,313.569,292.812,273.36,255.152,238.135,222.234,207.369,193.47,180.473,168.32,156.96,146.343,136.423,127.157,118.505,110.428,102.89,95.8547,89.2913,83.169,77.4591,72.1347,67.1706,62.543,58.2299,54.2103,50.4647,678.36
1933,4377.97,4077.67,3943.94,3734.74,3480.32,3135.65,2940.8,2806.48,2521.03,2578.88,2385.7,2206.73,2060.14,1929.39,1815.22,1718.43,1636.79,1556.27,1477.23,1390.68,1300.43,1218.39,1145.01,1080.3,1020.95,966.615,915.974,867.445,820.176,774.002,728.916,685.08,643.019,602.853,564.71,528.742,494.919,463.182,433.447,405.567,379.382,354.782,331.671,309.961,290.387,271.165,253.151,236.289,220.53,205.804,192.038,179.167,167.131,155.877,145.356,135.524,126.337,117.757,109.744,102.264,95.2829,88.7682,82.69,77.0204,71.7326,66.8018,62.2047,57.9193,53.9249,50.2025,674.943
1934,4329.37,4070.5,3774.51,3643.85,3446.8,3212.66,2870.6,2691.47,2568.12,2307.89,2364.79,2192.9,2033.41,1902.24,1784.09,1679.98,1591.12,1515.85,1441.39,1368.23,1288.07,1204.48,1128.5,1060.54,1000.6,945.627,895.301,848.397,803.448,759.667,716.899,675.14,634.537,595.579,558.377,523.048,489.733,458.405,429.01,401.469,375.646,351.392,328.608,307.201,287.093,268.963,251.159,234.474,218.856,204.26,190.621,177.87,165.948,154.8,144.377,134.632,125.525,117.016,109.069,101.648,94.7197,88.2533,82.2192,76.5895,71.3381,66.4404,61.8734,57.6155,53.6462,49.9466,671.647
1935,5142.09,4024.65,3756.88,3473.02,3346.53,3162.93,2903.64,2593.17,2430.64,2321.02,2092.22,2153.24,2005.77,1866.91,1751.11,1644.97,1550.27,1468.84,1399.56,1330.88,1263.35,1189.35,1112.16,1042,979.249,923.905,873.148,826.679,783.369,741.866,701.44,661.951,623.392,585.902,549.93,515.579,482.958,452.196,423.27,396.128,370.697,346.853,324.459,303.421,283.655,265.088,248.348,231.908,216.502,202.081,188.604,176.01,164.237,153.229,142.935,133.311,124.313,115.904,108.048,100.709,93.8568,87.4597,81.4889,75.9173,70.7191,65.8702,61.348,57.131,53.1994,49.5344,666.285
1936,3899.88,4779.54,3704.55,3443.74,3175.63,3058.16,2833.74,2599.71,2320.85,2177.57,2087.68,1892.67,1959.39,1834.19,1713.1,1610.18,1514.23,1427.76,1353.03,1289.3,1226.07,1163.86,1095.68,1024.58,959.945,902.133,851.148,804.387,761.578,721.679,683.444,646.202,609.822,574.3,539.762,506.623,474.977,444.925,416.586,389.937,364.932,341.505,319.539,298.908,279.526,261.317,244.212,228.791,213.646,199.453,186.167,173.751,162.149,151.303,141.162,131.679,122.812,114.523,106.777,99.5387,92.7783,86.4656,80.5722,75.0717,69.9388,65.15,60.6829,56.5168,52.6319,49.0099,659.449
1937,3937.32,3625.71,4427.32,3426.03,3180.13,2914.06,2760.32,2556.35,2344.49,2094.75,1971.99,1899.64,1730.7,1799.07,1688.96,1580.21,1486.62,1398.61,1318.96,1250,1191.15,1132.73,1075.26,1012.27,946.584,886.867,833.457,786.352,743.152,703.601,666.74,631.415,597.008,563.398,530.58,498.671,468.055,438.818,411.054,384.872,360.252,337.151,315.507,295.213,276.153,258.247,241.424,225.621,211.373,197.381,184.269,171.995,160.524,149.805,139.785,130.416,121.655,113.463,105.805,98.648,91.9611,85.7154,79.8832,74.4385,69.3567,64.6146,60.1903,56.0633,52.2143,48.6252,654.526
1938,5019.7,3660.51,3362.47,4101.19,3168.95,2913.07,2618.33,2478.6,2294.6,2106.5,1889.47,1788.69,1733.01,1586.48,1654.71,1556.59,1457.9,1372.23,1291.24,1217.79,1154.14,1099.81,1045.87,992.808,934.65,873.997,818.86,769.545,726.053,686.165,649.647,615.612,582.997,551.228,520.195,489.894,460.432,432.163,405.169,379.533,355.359,332.627,311.297,291.313,272.575,254.977,238.444,222.911,208.32,195.165,182.246,170.139,158.806,148.215,138.318,129.066,120.415,112.326,104.762,97.6915,91.0834,84.9093,79.1425,73.7575,68.7303,64.0382,59.6597,55.5747,51.7642,48.2104,649.231
1939,4833.23,4666.77,3393.57,3113.27,3791.5,2903.06,2618.24,2351.85,2225.53,2062.31,1900.56,1714.17,1632,1588.7,1459.21,1525.02,1436.1,1345.7,1266.86,1192.17,1124.38,1065.62,1015.45,965.653,916.66,862.963,806.961,756.053,710.521,670.364,633.536,599.819,568.394,538.28,508.949,480.296,452.319,425.116,399.016,374.092,350.423,328.103,307.115,287.421,268.969,251.669,235.42,220.155,205.813,192.342,180.195,168.267,157.089,146.626,136.846,127.709,119.167,111.179,103.711,96.727,90.1986,84.0972,78.3967,73.0722,68.1003,63.4587,59.1264,55.0838,51.3121,47.7939,643.948
1940,4537.59,4493.21,4323.83,3139.4,2875.13,3466.84,2598.33,2341.76,2102.63,1991.86,1853.77,1718.96,1560.29,1493.41,1459.22,1343.3,1405.53,1324.29,1241.19,1168.56,1099.69,1037.16,982.964,936.689,890.753,845.56,796.028,744.37,697.411,655.41,618.368,584.396,553.295,524.307,496.529,469.472,443.042,417.235,392.143,368.067,345.076,323.243,302.654,283.294,265.127,248.107,232.148,217.16,203.079,189.85,177.423,166.219,155.216,144.905,135.253,126.232,117.803,109.924,102.556,95.6663,89.2244,83.2024,77.5743,72.316,67.4045,62.8182,58.5366,54.5404,50.8113,47.3321,638.087
1941,3997.6,4218.6,4162.88,3999.82,2899.93,2638.36,3129.11,2343.92,2111.8,1897.75,1803.79,1686.79,1571.87,1432.66,1375.21,1346.06,1240.26,1298.26,1223.42,1146.72,1079.64,1016.01,958.245,908.169,865.415,822.974,781.22,735.457,687.73,644.343,605.539,571.315,539.928,511.193,484.412,458.747,433.749,409.33,385.487,362.304,340.06,318.818,298.647,279.625,261.737,244.953,229.228,214.484,200.636,187.626,175.404,163.922,153.571,143.405,133.879,124.961,116.627,108.839,101.559,94.7522,88.3869,82.4352,76.8714,71.6715,66.8133,62.2755,58.0382,54.0824,50.3903,46.9449,633.264
1942,4039.62,3716.42,3899.91,3839.14,3682.71,2662.89,2386.95,2829.53,2118.91,1910.51,1722.02,1643.81,1544.01,1444.14,1319.66,1268.72,1242.84,1145.58,1199.33,1130.25,1059.41,997.44,938.659,885.292,839.028,799.529,760.319,721.744,679.464,635.371,595.288,559.437,527.819,498.822,472.275,447.532,423.822,400.727,378.167,356.139,334.721,314.17,294.546,275.91,258.336,241.81,226.304,211.776,198.154,185.361,173.342,162.05,151.443,141.879,132.487,123.686,115.447,107.748,100.553,93.8272,87.5384,81.6577,76.1591,71.0189,66.215,61.7266,57.5343,53.6196,49.965,46.5539,628.423
1943,4184.7,3754.73,3396.93,3563.76,3504.95,3359.32,2379.13,2132.46,2527.78,1895.35,1716.27,1556.26,1494.73,1411.16,1324.6,1213.03,1167.51,1144.29,1054.96,1104.54,1040.95,975.706,918.633,864.497,815.346,772.737,736.359,700.247,664.72,625.781,585.171,548.255,515.237,486.117,459.411,434.961,412.173,390.336,369.066,348.289,328.001,308.275,289.348,271.274,254.11,237.925,222.705,208.424,195.044,182.498,170.716,159.646,149.246,139.477,130.669,122.02,113.914,106.326,99.2347,92.6084,86.4141,80.6221,75.2061,70.1419,65.4078,60.9834,56.8497,52.9886,49.3832,46.0173,621.648
1944,4218.41,3888.22,3355.79,3034.42,3183.04,3195.31,3011.95,2133.01,1911.81,2268.53,1706.82,1553.02,1415.19,1364.8,1292.19,1215.02,1113.68,1072.34,1051.19,969.179,1014.75,956.327,896.391,843.958,794.223,749.067,709.922,676.501,643.325,610.685,574.912,537.603,503.688,473.354,446.601,422.066,399.603,378.668,358.606,339.065,319.976,301.338,283.215,265.827,249.222,233.454,218.584,204.602,191.482,179.189,167.663,156.838,146.669,137.114,128.139,120.047,112.101,104.654,97.6829,91.168,85.0804,79.3895,74.0684,69.0926,64.4401,60.0909,56.0261,52.2284,48.6812,45.3689,613.391
1945,4586.64,3918.33,3407.97,2939.07,2659.05,2899.27,2871.22,2706.35,1916.55,1719.23,2045.73,1545.24,1411.65,1290.66,1247.62,1182.9,1113.08,1020.58,982.83,963.487,888.334,930.103,876.559,821.622,773.562,727.976,686.587,650.707,620.073,589.664,559.747,526.957,492.761,461.674,433.871,409.35,386.861,366.272,347.083,328.694,310.783,293.287,276.203,259.592,243.654,228.435,213.981,200.352,187.536,175.51,164.243,153.678,143.756,134.435,125.677,117.451,110.034,102.75,95.9245,89.535,83.5636,77.9837,72.7676,67.8903,63.3295,59.0651,55.0786,51.3529,47.872,44.6206,603.812
1946,4018.23,4260.58,3448.86,2997.52,2585.86,2419.53,2596.84,2571.6,2423.87,1718.17,1546.29,1848.36,1402.68,1286.39,1179.33,1141.86,1083.56,1019.99,935.381,900.829,883.116,814.236,852.522,803.444,753.089,709.038,667.254,629.317,596.43,568.352,540.48,513.058,483.003,451.659,423.165,397.681,375.205,354.592,335.721,318.132,301.277,284.86,268.823,253.164,237.939,223.331,209.381,196.133,183.64,171.893,160.87,150.543,140.86,131.765,123.222,115.194,107.654,100.856,94.1798,87.9233,82.0668,76.5934,71.479,66.6979,62.2274,58.0471,54.1384,50.4844,47.0695,43.8789,594.346
1947,4215.05,3733.46,3828.91,3097.97,2690.06,2340.64,2131.94,2288,2265.67,2139.04,1524.7,1382.89,1666.25,1272.86,1172.74,1078.13,1045.4,992.685,934.703,857.247,825.605,809.378,746.25,781.34,736.36,690.21,649.837,611.541,576.772,546.631,520.897,495.352,470.22,442.675,413.948,387.833,364.476,343.877,324.985,307.689,291.57,276.122,261.076,246.378,232.026,218.072,204.683,191.898,179.757,168.307,157.541,147.438,137.973,129.099,120.763,112.933,105.576,98.6656,92.435,86.3162,80.5821,75.2146,70.1982,65.5108,61.1289,57.0317,53.2004,49.6181,46.2692,43.1394,584.936
1948,4066.7,3918.23,3447.34,3527.64,2845.93,2464.19,2107.37,1918.58,2058.48,2040.25,1932.96,1384.68,1262.34,1527.49,1170.36,1080.25,994.036,964.274,915.804,862.365,790.918,761.728,746.757,688.514,720.888,679.388,636.809,599.559,564.227,532.148,504.338,480.596,457.027,433.839,408.425,381.921,357.827,336.277,317.272,299.841,283.884,269.011,254.759,240.876,227.316,214.074,201.2,188.847,177.051,165.849,155.285,145.352,136.031,127.298,119.11,111.42,104.195,97.4078,91.0319,85.2833,79.6379,74.3475,69.3953,64.767,60.4423,56.3994,52.6192,49.0843,45.7792,42.6894,579.482
1949,4620.54,3779.5,3596.55,3151.56,3210.12,2598.16,2206.19,1885.7,1716.24,1843.27,1834.14,1747.45,1259.02,1153.3,1400.26,1075.05,993.327,914.496,887.288,842.745,793.585,727.841,700.98,687.203,633.604,663.397,625.206,586.022,551.744,519.229,489.708,464.117,442.268,420.578,399.24,375.853,351.462,329.289,309.458,291.969,275.929,261.244,247.557,234.441,221.666,209.187,197.002,185.154,173.786,162.931,152.622,142.901,133.76,125.183,117.146,109.611,102.534,95.8858,89.6394,83.772,78.4819,73.2867,68.4182,63.8609,59.6018,55.6219,51.9015,48.4228,45.1698,42.1282,572.552
1950,5040.48,4294.04,3466.23,3284.26,2863.78,2926.88,2319.94,1968.8,1682.24,1532.75,1653.13,1654.83,1586.37,1148.85,1056.19,1285.13,987.778,913.165,840.871,815.913,774.97,729.768,669.311,644.61,631.941,582.653,610.049,574.93,538.897,507.375,477.475,450.328,426.795,406.702,386.757,367.135,345.628,323.199,302.809,284.573,268.49,253.74,240.236,227.65,215.589,203.841,192.365,181.16,170.265,159.811,149.829,140.349,131.41,123.003,115.116,107.726,100.797,94.2887,88.175,82.431,77.0354,72.1707,67.3933,62.9163,58.7255,54.8088,51.149,47.7278,44.5288,41.5374,565.25
1951,4916.87,4684.42,3935.78,3162.83,2982.25,2617.88,2629.84,2083.47,1767.63,1511.71,1382.14,1498.08,1507.26,1451.02,1053.96,970.678,1182.19,909.045,840.523,774.026,751.065,713.38,671.771,616.119,593.381,581.719,536.347,561.567,529.238,496.069,467.052,439.528,414.539,392.876,374.38,356.02,337.957,318.16,297.513,278.744,261.957,247.152,233.574,221.143,209.557,198.455,187.641,177.077,166.762,156.733,147.11,137.921,129.195,120.966,113.228,105.967,99.1644,92.7859,86.7953,81.1674,75.8799,70.9131,66.435,62.0373,57.9161,54.0583,50.453,47.084,43.9347,40.9899,558.564
1952,6146.43,4567.02,4231.57,3523.62,2805.85,2700.36,2313.53,2322.4,1839.15,1562.3,1342.61,1236.07,1349.35,1365.7,1320.24,961.373,886.571,1080.4,830.975,768.403,707.629,686.643,652.191,614.151,563.272,542.485,531.822,490.342,513.399,483.843,453.519,426.991,401.828,378.982,359.177,342.268,325.483,308.969,290.87,271.994,254.835,239.488,225.953,213.539,202.175,191.583,181.433,171.546,161.888,152.458,143.29,134.492,126.091,118.113,110.59,103.516,96.8779,90.6586,84.8273,79.3505,74.2054,69.3713,64.8306,60.7366,56.7161,52.9484,49.4215,46.1254,43.0454,40.1662,548.128
1953,4870.14,5711.92,4176.74,3850.05,3188.72,2565.6,2429.87,2080.8,2088.23,1655.07,1410.45,1217.68,1126.36,1234.42,1252.83,1213.14,884.15,815.68,994.171,764.693,707.124,651.2,631.887,600.183,565.176,518.355,499.225,489.413,451.241,472.458,445.259,417.354,392.941,369.785,348.76,330.535,314.974,299.527,284.331,267.675,250.304,234.513,220.39,207.934,196.511,186.052,176.305,166.964,157.866,148.979,140.301,131.863,123.767,116.036,108.695,101.771,95.2611,89.1525,83.4291,78.0628,73.0227,68.2879,63.8394,59.6607,55.8932,52.1933,48.726,45.4804,42.4472,39.6128,541.381
1954,5772.36,4527.16,5259.82,3834.47,3523.16,2933.92,2336.16,2211.9,1893.82,1901.6,1510.31,1290.92,1117.91,1036.71,1138.2,1156.42,1120.42,816.783,753.608,918.549,706.534,653.345,601.674,583.831,554.537,522.193,478.932,461.257,452.191,416.922,436.526,411.396,385.613,363.057,341.661,322.236,305.397,291.019,276.747,262.707,247.317,231.268,216.678,203.629,192.12,181.566,171.903,162.897,154.266,145.86,137.648,129.63,121.834,114.354,107.211,100.428,94.0313,88.0162,82.3722,77.0841,72.1259,67.4691,63.0944,58.9842,55.1234,51.6424,48.2239,45.0203,42.0215,39.2189,536.807
1955,8954.86,5364.89,4151.51,4802.57,3485.26,3228.99,2651.6,2110.5,1997.78,1711.73,1723.59,1374.41,1179.61,1025.02,952.86,1047.66,1065.24,1032.43,752.743,694.554,846.583,651.181,602.16,554.537,538.091,511.093,481.283,441.411,425.121,416.765,384.259,402.327,379.166,355.402,334.613,314.894,296.991,281.471,268.22,255.066,242.125,227.942,213.149,199.703,187.676,177.069,167.341,158.435,150.135,142.18,134.433,126.865,119.475,112.29,105.395,98.812,92.5601,86.6646,81.1207,75.9188,71.045,66.4753,62.1833,58.1514,54.3632,50.8048,47.5965,44.4458,41.4932,38.7294,530.898
1956,7456.4,8323.25,4927.87,3798.81,4376.72,3197.47,2923.27,2399.62,1909.52,1808.78,1553.94,1570.66,1257.38,1082.68,942.949,877.772,965.796,982.324,952.191,694.276,640.616,780.841,600.614,555.399,511.474,496.306,471.404,443.908,407.133,392.108,384.401,354.419,371.084,349.722,327.803,308.629,290.441,273.928,259.613,247.391,235.259,223.323,210.241,196.597,184.195,173.102,163.318,154.346,146.132,138.476,131.139,123.993,117.013,110.197,103.57,97.2109,91.1387,85.3723,79.9346,74.8212,70.0233,65.528,61.3131,57.3545,53.6356,50.1416,46.8595,43.9004,40.9944,38.2711,525.393
1957,7867.53,6925.92,7481.73,4383.66,3346.98,4000.63,2893.83,2644.62,2170.42,1727.94,1639.93,1412.77,1432.04,1149.12,991.118,864.067,804.763,885.677,900.919,873.312,636.768,587.555,716.165,550.866,509.396,469.11,455.197,432.358,407.14,373.411,359.63,352.561,325.063,340.348,320.755,300.652,283.066,266.384,251.239,238.109,226.9,215.773,204.825,192.827,180.313,168.938,158.764,149.791,141.562,134.028,127.006,120.277,113.723,107.321,101.069,94.9911,89.159,83.5898,78.301,73.3137,68.6239,64.2233,60.1004,56.2346,52.6039,49.193,45.9884,42.9782,40.2642,37.5988,516.976
1958,7211.5,7312.39,6360.41,6844.2,3993.14,3065.55,3608.27,2608.88,2383.62,1957.78,1563.49,1490.41,1289.8,1312.34,1055.87,912.14,795.877,741.537,816.217,830.309,804.879,586.873,541.516,660.049,507.702,469.482,432.352,419.53,398.48,375.238,344.152,331.451,324.936,299.592,313.679,295.621,277.094,260.886,245.511,231.553,219.452,209.121,198.865,188.776,177.717,166.185,155.701,146.324,138.054,130.469,123.526,117.054,110.853,104.812,98.9115,93.1499,87.5479,82.1728,77.04,72.1656,67.5691,63.2467,59.191,55.3911,51.8283,48.482,45.3384,42.3849,39.6106,37.1092,511.121
1959,10571.7,6703.99,6737.03,5843.09,6269.29,3683.52,2807.58,3303.91,2388.52,2183.09,1795.65,1436.95,1372.68,1190.01,1212.3,976.102,843.559,736.168,685.953,755.054,768.095,744.572,542.901,500.943,610.594,469.662,434.305,399.958,388.096,368.623,347.123,318.366,306.616,300.59,277.145,290.177,273.472,256.332,241.338,227.116,214.203,203.009,193.452,183.965,174.632,164.402,153.733,144.035,135.36,127.71,120.694,114.271,108.284,102.547,96.959,91.5005,86.1705,80.9883,76.0159,71.2677,66.7585,62.5064,58.5079,54.7561,51.2409,47.945,44.8494,41.9414,39.2092,36.6427,507.153
1960,7120,9826.44,6160.07,6167.54,5328.72,5762.62,3349.15,2551.9,3002.48,2171.82,1989.36,1641.41,1317.73,1262.15,1096.23,1118.03,900.729,778.63,679.578,633.247,697.047,709.088,687.373,501.194,462.459,563.687,433.581,400.941,369.232,358.282,340.305,320.456,293.908,283.061,277.498,255.854,267.884,252.463,236.64,222.798,209.668,197.748,187.414,178.591,169.832,161.216,151.772,141.923,132.969,124.961,117.899,111.422,105.492,99.9653,94.669,89.5103,84.4711,79.5507,74.7665,70.1762,65.7927,61.6299,57.7045,54.0132,50.5496,47.3044,44.2617,41.404,38.7193,36.197,502.02
1961,7855.92,6617.41,9009.82,5623.53,5604.74,4884.99,5211.33,3027.53,2306.32,2715.45,1969.57,1811.13,1500.35,1208.51,1160.25,1009.15,1029.97,830.063,717.64,626.376,583.68,642.489,653.588,633.572,461.966,426.262,519.567,399.645,369.559,340.332,330.239,313.669,295.374,270.904,260.906,255.778,235.828,246.917,232.703,218.118,205.36,193.258,182.27,172.745,164.613,156.54,148.598,139.893,130.815,122.562,115.181,108.671,102.701,97.2352,92.141,87.2593,82.5044,77.8596,73.3242,68.9146,64.6835,60.6431,56.8062,53.188,49.7856,46.5931,43.6019,40.7974,38.1633,35.6888,496.091
1962,10802.7,7303.16,6101.15,8284.85,5156.76,5167.82,4467.99,4765.33,2768.06,2109.53,2487.77,1808.59,1667.05,1383.72,1116.11,1072.44,933.179,952.625,767.792,663.821,579.407,539.913,594.313,604.58,586.065,427.326,394.3,480.608,369.678,341.848,314.813,305.476,290.149,273.226,250.59,241.342,236.599,218.145,228.402,215.254,201.763,189.961,178.766,168.603,159.792,152.269,144.802,137.455,129.403,121.006,113.372,106.544,100.522,95,89.9441,85.2319,80.7162,76.3179,72.0214,67.8261,63.7471,59.8333,56.0958,52.5466,49.1997,46.0525,43.0993,40.3325,37.7382,35.3017,491.905
1963,6751.77,10039.9,6675.54,5547.33,7495.12,4745.47,4720.69,4080.35,4351.27,2528.46,1929.73,2280.46,1661.43,1534.14,1274.99,1029.19,989.303,860.993,878.997,708.467,612.535,534.643,498.201,548.398,557.871,540.787,394.312,363.837,443.478,341.118,315.438,290.491,281.876,267.733,252.117,231.23,222.697,218.32,201.292,210.757,198.624,186.175,175.285,164.955,155.577,147.447,140.505,133.615,126.836,119.406,111.657,104.613,98.3127,92.7564,87.6605,82.9952,78.6471,74.4803,70.4217,66.4572,62.586,58.8221,55.2107,51.762,48.487,45.3987,42.4946,39.7696,37.2165,34.8226,486.476
1964,11080.9,6276.62,9247.56,6130.54,5079.53,6917.3,4351.44,4327.84,3740.36,3990.02,2321.52,1775.05,2101.64,1533.56,1417.63,1178.95,951.989,915.241,796.588,813.263,655.491,566.733,494.665,460.948,507.391,516.157,500.35,364.827,336.631,410.317,315.611,291.851,268.77,260.799,247.713,233.265,213.94,206.045,201.995,186.24,194.997,183.772,172.254,162.178,152.621,143.944,136.421,129.999,123.624,117.352,110.477,103.308,96.7905,90.9614,85.8205,81.1057,76.7892,72.7663,68.911,65.156,61.4878,57.9061,54.4237,51.0823,47.8915,44.8614,42.004,39.317,36.7958,34.4336,482.318
1965,7804.84,10300.7,5774.57,8479.72,5603.33,4686.38,6340.85,3987.98,3965.89,3428.67,3662.21,2134.7,1635.29,1939.2,1416.59,1310.37,1090.12,880.405,846.473,736.751,752.179,606.258,524.166,457.512,426.327,469.282,477.389,462.769,337.426,311.347,379.498,291.906,269.931,248.583,241.211,229.108,215.745,197.871,190.569,186.823,172.252,180.351,169.969,159.316,149.997,141.158,133.132,126.175,120.235,114.339,108.537,102.179,95.5485,89.5207,84.1294,79.3747,75.014,71.0217,67.3009,63.7353,60.2622,56.8696,53.5569,50.336,47.2456,44.2945,41.4919,38.8491,36.364,34.0321,477.939
1966,110171,7255.54,9483.26,5299.82,7759.14,5173.67,4302.53,5820.41,3660.28,3641.04,3151.37,3371.45,1968.47,1510.03,1792.4,1310.11,1212.25,1008.64,814.639,783.257,681.733,696.01,560.986,485.024,423.347,394.491,434.238,441.74,428.212,312.228,288.097,351.159,270.108,249.774,230.02,223.198,211.999,199.634,183.095,176.338,172.872,159.389,166.884,157.276,147.419,138.796,130.617,123.191,116.753,111.256,105.8,100.432,94.5491,88.4134,82.8357,77.847,73.4474,69.4123,65.7182,62.2752,58.9758,55.7621,52.6228,49.5575,46.5772,43.7175,40.9868,38.3935,35.9481,33.6485,473.74
1967,5386.65,102414,6671.45,8689.52,4840.36,7168.17,4758.29,3956.45,5351.76,3366.3,3351.55,2904.45,3111.31,1818.55,1396.08,1657.89,1212.09,1121.67,933.307,753.81,724.775,630.832,644.044,519.1,448.811,391.739,365.037,401.817,408.758,396.24,288.916,266.587,324.94,249.94,231.124,212.846,206.533,196.17,184.728,169.425,163.172,159.965,147.488,154.423,145.533,136.412,128.433,120.864,113.993,108.036,102.95,97.9008,92.9337,87.4897,81.8121,76.6509,72.0347,67.9635,64.2297,60.8114,57.6255,54.5725,51.5987,48.6938,45.8574,43.0996,40.4534,37.9265,35.5269,33.2641,469.505
1968,7754.72,5006.13,93759.6,6078.19,7877.34,4433.5,6473.28,4295.2,3570.55,4833.3,3048.81,3047.76,2652.21,2850.97,1670.44,1284.26,1526.27,1116.25,1033.12,859.674,694.349,667.606,581.074,593.243,478.155,413.409,360.839,336.244,370.122,376.516,364.985,266.127,245.559,299.31,230.226,212.894,196.057,190.242,180.697,170.157,156.061,150.301,147.347,135.855,142.243,134.054,125.652,118.303,111.331,105.001,99.5139,94.8291,90.1786,85.6033,80.5887,75.359,70.6048,66.3527,62.6027,59.1634,56.0147,53.0801,50.2679,47.5287,44.853,42.2402,39.6999,37.2625,34.935,32.7246,463.112
1969,5142.04,7209.54,4624.65,86436.8,5590.92,7267.47,4057.48,5922.9,3929.5,3267.92,4430.8,2801.37,2807.05,2447.57,2634.64,1544.97,1188.32,1412.53,1033.15,956.236,795.703,642.681,617.929,537.836,549.099,442.575,382.647,333.989,311.224,342.581,348.499,337.826,246.324,227.287,277.038,213.094,197.052,181.468,176.086,167.251,157.496,144.448,139.117,136.383,125.746,131.658,124.079,116.303,109.5,103.047,97.1879,92.109,87.7728,83.4683,79.2335,74.592,69.7514,65.351,61.4154,57.9443,54.761,51.8466,49.1304,46.5274,43.992,41.5154,39.0971,36.7458,34.4898,32.3354,458.941
1970,7276.32,4780.01,6661.46,4264.47,79484.4,5119.82,6536.58,3647.68,5323.25,3535.04,2950.57,4021.28,2556.02,2572.58,2250.12,2426.64,1424.39,1096.06,1303.11,953.172,882.231,734.125,592.947,570.11,496.215,506.607,408.326,353.036,308.143,287.139,316.07,321.53,311.683,227.262,209.698,255.599,196.604,181.803,167.425,162.46,154.308,145.308,133.27,128.352,125.829,116.015,121.47,114.477,107.302,101.026,95.0722,89.6669,84.981,80.9804,77.009,73.1019,68.8196,64.3536,60.2938,56.6626,53.4602,50.5232,47.8344,45.3283,42.9268,40.5877,38.3027,36.0715,33.9022,31.8208,453.258
1971,5396.86,6762.35,4364.15,6047.6,3851.2,73182.8,4684.54,5979.45,3336.34,4870.36,3238.23,2707.56,3696.73,2353.26,2371,2075.12,2238.65,1314.25,1011.37,1202.43,879.54,814.081,677.416,547.143,526.071,457.883,467.472,376.784,325.764,284.339,264.958,291.654,296.692,287.606,209.707,193.499,235.854,181.416,167.759,154.492,149.91,142.388,134.083,122.975,118.437,116.109,107.053,112.086,105.634,99.0134,93.2217,87.7281,82.7403,78.4164,74.7248,71.0602,67.4549,63.5034,59.3824,55.6362,52.2856,49.3305,46.6204,44.1393,41.8268,39.6108,37.4523,35.3439,33.2851,31.2833,447.607
1972,5943.43,5016.38,6195.24,3979.8,5492.04,3557.45,67382.4,4312.62,5504.27,3071.66,4486.75,2985.82,2498.79,3414.3,2174.63,2191.73,1918.54,2069.9,1215.21,935.165,1111.84,813.275,752.747,626.379,505.921,486.436,423.386,432.253,348.396,301.221,262.917,244.996,269.681,274.339,265.938,193.907,178.921,218.085,167.748,155.12,142.852,138.615,131.66,123.981,113.71,109.514,107.361,98.9873,103.642,97.6753,91.5536,86.1983,81.1186,76.5066,72.5084,69.0949,65.7065,62.3728,58.719,54.9085,51.4445,48.3463,45.6139,43.108,40.8138,38.6755,36.6265,34.6306,32.681,30.7773,442.811
1973,9005.21,5523.04,4566.47,5602.71,3577.35,5049.9,3248.6,61516,3936.58,5025.99,2808.52,4110.27,2740.7,2297.45,3142.82,2003.12,2019.61,1768.17,1907.78,1120.06,861.949,1024.79,749.603,693.815,577.34,466.312,448.353,390.239,398.411,321.12,277.638,242.333,225.815,248.567,252.861,245.117,178.726,164.913,201.011,154.615,142.976,131.668,127.763,121.353,114.275,104.808,100.94,98.9557,91.2376,95.5276,90.0282,84.3858,79.4498,74.7678,70.5168,66.8317,63.6855,60.5623,57.4896,54.1219,50.6097,47.4169,44.5613,42.0428,39.733,37.6185,35.6476,33.759,31.9194,30.1224,436.51
