"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68","Age69","Age70"
1901,7108.53,6657.44,6232.96,5833.68,5458.24,5104.69,4771.99,4460.43,4168.32,3894.59,3638.3,3398.42,3182.77,2971.53,2773.86,2588.98,2416.26,2254.9,2104.07,1963.05,1831.17,1707.87,1592.6,1484.87,1384.22,1290.21,1202.42,1120.46,1043.97,972.591,905.996,843.876,785.941,731.916,681.548,634.594,590.83,550.045,512.041,476.633,443.646,412.92,388.565,361.36,336.059,312.53,290.649,270.299,251.374,233.775,217.407,202.185,188.03,174.865,162.622,151.236,140.647,130.8,121.642,113.125,105.205,97.8392,90.989,84.6185,78.694,73.1843,68.0603,63.2951,58.8636,54.7423,727.131
1902,7056.51,6610.8,6191.25,5796.45,5425.01,5074.62,4744.09,4434.84,4145.26,3873.86,3619.75,3381.93,3159.31,2959.12,2762.9,2579.21,2407.36,2246.78,2096.75,1956.5,1825.36,1702.74,1588.08,1480.9,1380.73,1287.13,1199.71,1118.08,1041.88,970.75,904.377,842.453,784.689,730.817,680.582,633.746,590.086,549.392,511.467,476.128,443.203,412.53,383.959,361.312,336.015,312.489,290.611,270.264,251.341,233.744,217.378,202.159,188.005,174.842,162.6,151.216,140.629,130.783,121.626,113.111,105.191,97.8263,90.9771,84.6074,78.6836,73.1747,68.0514,63.2868,58.8558,54.7351,727.035
1903,7002.7,6562.41,6147.8,5757.57,5390.25,5043.19,4715.01,4407.83,4120.45,3851.5,3599.72,3364.1,3143.56,2937.01,2751.16,2568.87,2398.15,2238.39,2089.09,1949.59,1819.19,1697.26,1583.24,1476.63,1376.97,1283.82,1196.8,1115.52,1039.62,968.757,902.621,840.906,783.328,729.619,679.527,632.818,589.269,548.673,510.834,475.571,442.713,412.099,383.578,357.012,335.955,312.433,290.558,270.215,251.296,233.702,217.339,202.123,187.971,174.81,162.571,151.189,140.603,130.759,121.604,113.09,105.172,97.8087,90.9607,84.5921,78.6695,73.1615,68.0391,63.2754,58.8452,54.7252,726.904
1904,6947.23,6512.35,6102.73,5717.08,5353.96,5010.36,4684.67,4379.72,4094.33,3827.53,3578.17,3344.89,3126.57,2922.07,2730.4,2557.79,2388.4,2229.71,2081.18,1942.38,1812.68,1691.43,1578.06,1472.05,1372.93,1280.27,1193.66,1112.75,1037.18,966.606,900.724,839.233,781.852,728.317,678.38,631.806,588.377,547.886,510.141,474.96,442.173,411.622,383.158,356.641,331.94,312.362,290.492,270.153,251.239,233.648,217.29,202.076,187.928,174.77,162.534,151.154,140.571,130.729,121.576,113.064,105.148,97.7863,90.9399,84.5728,78.6515,73.1448,68.0236,63.261,58.8318,54.7127,726.738
1905,6890.02,6460.75,6056.11,5675.07,5316.17,4976.09,4653.03,4350.45,4067.2,3802.33,3555.12,3324.28,3108.29,2905.99,2716.3,2538.33,2377.97,2220.54,2073.01,1934.93,1805.88,1685.3,1572.57,1467.17,1368.61,1276.45,1190.3,1109.78,1034.56,964.292,898.68,837.427,780.257,726.909,677.136,630.708,587.407,547.03,509.385,474.292,441.583,411.101,382.697,356.232,331.579,308.614,290.411,270.078,251.169,233.583,217.229,202.02,187.876,174.722,162.489,151.112,140.532,130.693,121.543,113.033,105.119,97.7591,90.9146,84.5493,78.6296,73.1244,68.0046,63.2434,58.8154,54.6975,726.536
1906,6830.94,6407.55,6008.06,5631.64,5277.05,4941.26,4621.88,4321.71,4040.63,3777.68,3532.17,3303.21,3089.38,2889.17,2701.46,2525.31,2359.95,2210.9,2064.54,1927.39,1799,1679.02,1566.91,1462.1,1364.1,1272.46,1186.78,1106.68,1031.82,961.879,896.551,835.548,778.599,725.445,675.844,629.568,586.401,546.142,508.601,473.601,440.973,410.562,382.221,355.812,331.207,308.285,286.934,270.01,251.105,233.524,217.174,201.969,187.828,174.678,162.448,151.074,140.497,130.66,121.512,113.004,105.092,97.7344,90.8916,84.5279,78.6097,73.1059,67.9875,63.2274,58.8005,54.6837,726.352
1907,6769.82,6352.61,5958.53,5586.87,5236.58,4904.93,4589.61,4292.85,4014,3753.06,3509.33,3281.92,3069.82,2871.61,2685.83,2511.52,2347.84,2194.14,2055.58,1919.5,1791.99,1672.63,1561.07,1456.83,1359.39,1268.27,1183.07,1103.41,1028.94,959.336,894.308,833.569,776.852,723.903,674.483,628.367,585.341,545.207,507.776,472.873,440.331,409.995,381.721,355.37,330.817,307.94,286.629,266.777,251.042,233.465,217.12,201.918,187.781,174.634,162.407,151.036,140.461,130.627,121.481,112.976,105.066,97.7098,90.8687,84.5066,78.5899,73.0875,67.9703,63.2114,58.7857,54.6699,726.169
1908,6706.79,6295.76,5907.36,5540.72,5194.85,4867.15,4555.52,4262.56,3986.9,3728.06,3486.23,3260.52,3049.92,2853.33,2669.44,2496.94,2334.98,2182.85,2039.96,1911.14,1784.63,1666.08,1555.1,1451.38,1354.47,1263.87,1179.16,1099.95,1025.88,956.64,891.93,831.47,774.999,722.267,673.039,627.091,584.215,544.213,506.899,472.098,439.647,409.391,381.187,354.899,330.401,307.572,286.303,266.489,248.032,233.403,217.061,201.864,187.73,174.587,162.363,150.995,140.424,130.592,121.449,112.945,105.038,97.6835,90.8443,84.4839,78.5688,73.0679,67.9521,63.1945,58.7699,54.6552,725.974
1909,6642.51,6237.17,5854.45,5493.07,5151.95,4829.4,4522.72,4233.08,3960.82,3704.75,3464.55,3240.24,3030.86,2835.41,2652.86,2482,2321.67,2171.1,2029.66,1896.81,1777.02,1659.39,1549.16,1445.97,1349.53,1259.42,1175.18,1096.41,1022.76,953.887,889.506,829.337,773.121,720.612,671.581,625.807,583.084,543.217,506.022,471.326,438.968,408.794,380.662,354.437,329.994,307.214,285.988,266.211,247.788,230.626,217.023,201.829,187.698,174.556,162.335,150.969,140.399,130.569,121.427,112.926,105.019,97.6665,90.8284,84.4691,78.5551,73.0551,67.9402,63.1834,58.7597,54.6457,725.847
1910,6577.26,6177.37,5799.89,5443.77,5107.45,4788.45,4485.32,4200.38,3931.33,3678.62,3441.31,3218.88,3011.14,2817.09,2635.77,2466.26,2307.52,2158.5,2018.53,1887.03,1763.51,1652.15,1542.78,1440.3,1344.36,1254.7,1170.92,1092.6,1019.37,950.886,886.856,827,771.059,718.793,669.974,624.388,581.831,542.11,505.044,470.463,438.206,408.121,380.068,353.912,329.53,306.805,285.626,265.891,247.504,230.375,214.42,201.773,187.646,174.508,162.29,150.927,140.36,130.533,121.394,112.895,104.99,97.6395,90.8033,84.4458,78.5334,73.0349,67.9214,63.166,58.7435,54.6306,725.647
1911,6511.31,6116.66,5744.2,5392.93,5061.42,4746.02,4444.95,4163.42,3898.86,3649.32,3415.45,3196.09,2990.43,2798.17,2618.32,2450.05,2292.63,2145.11,2006.6,1876.49,1754.25,1639.42,1535.89,1434.22,1338.95,1249.76,1166.41,1088.52,1015.71,947.636,883.975,824.451,768.806,716.802,668.213,622.83,580.452,540.889,503.963,469.506,437.358,407.37,379.403,353.323,329.009,306.342,285.216,265.527,247.181,230.088,214.165,199.332,187.575,174.442,162.228,150.87,140.307,130.484,121.348,112.852,104.951,97.6025,90.7689,84.4138,78.5036,73.0072,67.8957,63.142,58.7212,54.6099,725.372
1912,6443.52,6055.31,5687.68,5341.05,5013.96,4702.16,4403.22,4123.71,3862.43,3617.24,3386.64,3170.85,2968.38,2778.31,2600.29,2433.51,2277.29,2131.03,1993.95,1865.2,1744.26,1630.63,1523.9,1427.67,1333.16,1244.6,1161.7,1084.22,1011.82,944.143,880.861,821.686,766.357,714.633,666.293,621.128,578.943,539.551,502.776,468.452,436.423,406.54,378.665,352.668,328.427,305.825,284.756,265.118,246.817,229.764,213.875,199.074,185.286,174.357,162.15,150.797,140.239,130.42,121.289,112.797,104.9,97.5552,90.725,84.3729,78.4656,72.9719,67.8628,63.1115,58.6928,54.5834,725.021
1913,6372.53,5992.24,5630.55,5288.39,4965.53,4656.99,4360.16,4082.74,3823.45,3581.5,3355.26,3142.87,2944.06,2757.21,2581.41,2416.43,2261.64,2116.54,1980.64,1853.24,1733.59,1621.18,1515.57,1416.37,1326.93,1239.09,1156.78,1079.72,1007.71,940.424,877.521,818.705,763.705,712.28,664.206,619.277,577.299,538.091,501.478,467.298,435.397,405.627,377.853,351.946,327.783,305.252,284.245,264.663,246.411,229.401,213.551,198.784,185.026,172.212,162.054,150.708,140.156,130.343,121.218,112.731,104.838,97.4977,90.6714,84.3231,78.4193,72.9288,67.8228,63.0742,58.6581,54.5512,724.593
1914,6297.79,5926.2,5571.83,5235.17,4916.38,4610.91,4315.88,4040.54,3783.31,3543.4,3320.48,3112.51,2917.2,2734,2561.37,2398.55,2245.5,2101.76,1966.96,1840.68,1722.28,1611.08,1506.62,1408.48,1316.28,1233.16,1151.53,1075.03,1003.43,936.503,873.969,815.512,760.852,709.739,661.947,617.27,575.516,536.505,500.067,466.042,434.277,404.63,376.964,351.152,327.076,304.62,283.681,264.159,245.961,228.998,213.191,198.461,184.737,171.952,160.042,150.603,140.058,130.252,121.133,112.652,104.765,97.4295,90.6081,84.2642,78.3645,72.8779,67.7754,63.0301,58.6171,54.5131,724.086
1915,6221.43,5856.67,5510.34,5180.47,4866.71,4564.16,4270.77,3997.21,3742.03,3504.21,3283.52,3078.99,2888.12,2708.43,2539.36,2379.59,2228.6,2086.52,1953,1827.76,1710.42,1600.4,1497.07,1400,1308.8,1223.13,1145.89,1070.04,998.956,932.416,870.23,812.121,757.8,707.008,659.513,615.103,573.588,534.788,498.538,464.679,433.061,403.544,375.995,350.287,326.302,303.929,283.063,263.606,245.465,228.555,212.793,198.104,184.416,171.663,159.783,148.717,139.945,130.147,121.035,112.561,104.68,97.3506,90.5347,84.196,78.3011,72.8189,67.7205,62.9791,58.5697,54.4689,723.5
1916,6145.88,5785.63,5445.63,5123.22,4815.68,4516.93,4225.05,3953.12,3699.72,3463.99,3245.56,3043.46,2856.12,2680.8,2515.16,2358.8,2210.71,2070.58,1938.62,1814.59,1698.22,1589.2,1486.98,1390.97,1300.78,1216.04,1136.45,1064.68,994.205,928.158,866.335,808.555,754.565,704.094,656.902,612.772,571.51,532.937,496.887,463.206,431.746,402.37,374.945,349.348,325.462,303.177,282.389,263.002,244.924,228.069,212.357,197.712,184.064,171.346,159.497,148.459,138.177,130.027,120.923,112.457,104.583,97.2609,90.4513,84.1184,78.2289,72.7518,67.6581,62.9211,58.5157,54.4188,722.833
1917,6066.1,5715.04,5379.15,5062.45,4760.57,4454.17,4147.79,3878.84,3628.69,3397.34,3185.52,2990.89,2810.7,2642.42,2483.35,2331.68,2187.6,2050.62,1920.78,1798.41,1683.36,1575.41,1474.28,1379.45,1290.39,1206.72,1128.11,1054.27,987.69,922.309,861.039,803.686,750.085,699.999,653.178,609.398,568.46,530.182,494.398,460.955,429.709,400.525,373.272,347.831,324.085,301.926,281.253,261.969,243.983,227.212,211.576,197,183.414,170.753,158.955,147.963,137.723,128.185,120.624,112.179,104.325,97.0204,90.2275,83.9103,78.0354,72.5718,67.4908,62.7654,58.371,54.2842,721.046
1918,5986.43,5640.33,5301.78,4985.16,4687.52,4392.59,4070.37,3789.18,3542.82,3315.97,3110.61,2924.83,2754.04,2594.33,2443.12,2298.38,2159.15,2026.22,1899.54,1779.32,1665.98,1559.41,1459.41,1365.72,1277.87,1195.37,1117.86,1045.04,976.636,914.963,854.396,797.637,744.507,694.853,648.455,605.081,564.526,526.602,491.142,457.993,427.013,398.068,371.032,345.787,322.219,300.221,279.694,260.543,242.679,226.018,210.482,195.997,182.494,169.909,158.18,147.251,137.068,127.582,118.746,111.742,103.918,96.6427,89.8763,83.5837,77.7317,72.2893,67.228,62.5211,58.1438,54.0729,718.239
1919,5903.64,5566.02,5237.91,4920.57,4621.68,4307.33,3973.9,3680.5,3425.22,3205.06,3009.3,2835.69,2678.75,2532.12,2391.78,2256.06,2124.22,1996.33,1873.71,1756.66,1645.51,1540.71,1442.15,1349.67,1263.02,1181.79,1105.48,1033.8,966.458,903.198,846.162,790.15,737.659,688.524,642.604,599.694,559.582,522.076,487.004,454.211,423.554,394.904,368.135,343.133,319.785,297.989,277.646,258.663,240.951,224.43,209.022,194.655,181.259,168.772,157.133,146.286,136.178,126.761,117.989,109.817,103.34,96.1043,89.3757,83.1181,77.2986,71.8866,66.8535,62.1728,57.8198,53.7716,714.238
1920,5822.05,5489.79,5171.43,4864.7,4567.97,4279.66,3966.98,3659.24,3388.72,3154.54,2955.03,2778.89,2622.82,2481,2347.42,2218.58,2093.32,1971.26,1852.67,1738.91,1630.29,1527.14,1429.87,1338.41,1252.58,1172.17,1096.77,1025.96,959.436,896.935,838.226,785.292,733.309,684.595,638.994,596.377,556.555,519.328,484.52,451.971,421.536,393.086,366.496,341.653,318.449,296.781,276.553,257.673,240.055,223.618,208.286,193.986,180.652,168.22,156.631,145.829,135.762,126.382,117.643,109.501,101.917,95.9057,89.191,82.9463,77.1389,71.7381,66.7154,62.0443,57.7004,53.6605,712.762
1921,5739.51,5413.85,5094.35,4794.72,4508.07,4233.83,3951.79,3662.61,3378.23,3129.08,2915.04,2733.63,2573.56,2431.27,2301.31,2178.26,2059.13,1943.05,1829.82,1719.77,1614.18,1513.35,1417.6,1327.31,1242.4,1162.73,1088.09,1018.1,952.366,890.615,832.597,778.099,728.962,680.708,635.488,593.159,553.598,516.632,482.076,449.765,419.55,391.299,364.889,340.207,317.146,295.606,275.493,256.716,239.19,222.836,207.578,193.345,180.071,167.694,156.153,145.395,135.369,126.024,117.317,109.204,101.646,94.6064,89.0263,82.7932,76.9965,71.6056,66.5922,61.9298,57.5938,53.5614,711.446
1922,5658.87,5336.9,5020.34,4718.58,4438.07,4173.29,3899.47,3639.08,3372.45,3111.4,2884.89,2691.53,2527.86,2382.85,2253.11,2133.82,2020.29,1910.04,1802.46,1697.46,1595.37,1497.42,1403.89,1315.06,1231.3,1152.54,1078.63,1009.38,944.458,883.48,826.195,772.373,721.817,676.235,631.471,589.522,550.254,513.556,479.263,447.207,417.232,389.203,362.996,338.496,315.599,294.206,274.224,255.566,238.147,221.889,206.718,192.563,179.36,167.046,155.564,144.858,134.879,125.577,116.908,108.831,101.305,94.294,87.7633,82.5868,76.8046,71.4272,66.4262,61.7755,57.4503,53.428,709.673
1923,5576.18,5262.28,4959.37,4663.71,4381.84,4113.19,3851.1,3597.91,3357.37,3112.07,2873.68,2667.82,2492.21,2343.18,2210.44,2091.04,1980.8,1875.61,1773.33,1673.48,1575.99,1481.21,1390.27,1303.43,1220.96,1143.2,1070.07,1001.45,937.158,876.879,820.264,767.078,717.107,670.169,627.848,586.287,547.339,510.882,476.809,444.97,415.207,387.378,361.354,337.022,314.275,293.017,273.155,254.603,237.279,221.107,206.012,191.926,178.785,166.526,155.094,144.433,134.493,125.228,116.592,108.543,101.044,94.0563,87.547,81.4835,76.6775,71.309,66.3163,61.6732,57.3552,53.3395,708.498
1924,5490.04,5185.05,4886.13,4601.91,4324.73,4049.87,3772.24,3530.97,3298.33,3079.04,2858.53,2645.49,2461.65,2304.05,2169.2,2047.98,1938.18,1836.35,1738.97,1644.19,1551.62,1461.24,1373.36,1289.04,1208.52,1132.06,1059.95,992.15,928.529,868.919,813.029,760.536,711.223,664.891,621.37,582.131,543.597,507.485,473.682,442.09,412.57,384.974,359.171,335.043,312.482,291.391,271.681,253.265,236.064,220.002,205.007,191.011,177.951,165.767,154.401,143.801,133.916,124.7,116.109,108.102,100.64,93.6862,87.2076,81.1722,75.5503,71.0942,66.1166,61.4875,57.1825,53.1789,706.365
1925,4887.77,5104.67,4808.8,4526.52,4259.33,3990.35,3701.08,3446.26,3225.25,3014.22,2819.26,2624.63,2435.97,2272.1,2130.19,2007.53,1896.35,1795.11,1700.96,1610.82,1523.04,1437.29,1353.57,1272.17,1194.06,1119.48,1048.65,981.854,919.046,860.112,804.895,753.123,704.498,658.818,615.9,575.586,539.238,503.543,470.092,438.78,409.516,382.171,356.608,332.706,310.356,289.457,269.921,251.662,234.604,218.67,203.791,189.901,176.937,164.839,153.552,143.024,133.205,124.049,115.512,107.554,100.137,93.2242,86.7831,80.7819,75.1912,69.9835,65.8558,61.2449,56.9569,52.9691,703.578
1926,4956.53,4544.62,4736.93,4458.39,4192.61,3923.91,3632.71,3368.05,3135.44,2936.13,2750.61,2581.55,2411.86,2245.11,2098.42,1969.81,1857.6,1755.24,1661.73,1574.65,1491.22,1409.96,1330.58,1253.08,1177.72,1105.41,1036.36,970.791,908.958,850.813,796.254,745.137,697.208,652.193,609.905,570.174,532.852,499.203,466.158,435.191,406.203,379.112,353.797,330.132,308.005,287.314,267.967,249.881,232.978,217.186,202.435,188.661,175.802,163.801,152.601,142.152,132.405,123.315,114.839,106.936,99.5688,92.7022,86.3029,80.34,74.7844,69.6088,64.7877,60.9664,56.6979,52.7282,700.378
1927,4745.01,4608.84,4223.97,4401.61,4139.94,3867.81,3581.79,3314.82,3072.7,2862.03,2685.84,2523.85,2376.23,2225.88,2075.83,1942.36,1824.38,1720.91,1626.26,1539.68,1459.01,1381.71,1306.42,1232.87,1161.05,1091.23,1024.23,960.255,899.499,842.206,788.331,737.779,690.415,646.007,604.298,565.115,528.301,493.721,462.543,431.924,403.231,376.372,351.271,327.815,305.888,285.386,266.214,248.288,231.53,215.869,201.236,187.569,174.806,162.892,151.771,141.394,131.713,122.682,114.259,106.405,99.0827,92.2567,85.8943,79.965,74.44,69.2924,64.4968,60.0299,56.4892,52.5341,697.8
1928,4625.03,4411.63,4272.9,3911.15,4070.56,3805.47,3504.06,3243.38,3000.8,2783.66,2600.43,2450.61,2312.8,2185.4,2052.32,1916.88,1795.06,1686.65,1591.23,1503.78,1423.74,1349.15,1277.67,1208.05,1140.04,1073.63,1009.07,947.114,887.954,831.773,778.794,728.975,682.229,638.432,597.367,558.798,522.566,488.524,456.547,427.717,399.403,372.871,348.034,324.822,303.133,282.857,263.898,246.17,229.594,214.098,199.615,186.084,173.446,161.645,150.627,140.344,130.748,121.796,113.445,105.656,98.3937,91.6225,85.3104,79.4271,73.9442,68.8352,64.0751,59.6407,55.51,52.2359,693.839
1929,4725.41,4300.22,4090.76,3957.4,3618.41,3748.29,3461.63,3186.17,2948.44,2729.61,2538.35,2379.66,2250.74,2130.63,2017.56,1897.13,1773.13,1660.95,1560.83,1472.59,1391.68,1317.62,1248.59,1182.44,1118,1055.06,993.605,933.85,876.516,821.765,769.772,720.742,674.637,631.375,590.843,552.839,517.145,483.613,452.109,422.516,395.834,369.632,345.077,322.091,300.61,280.537,261.772,244.227,227.82,212.48,198.139,184.736,172.214,160.517,149.595,139.399,129.883,121.002,112.717,104.988,97.7806,91.0593,84.7929,78.9513,73.5065,68.4324,63.7042,59.2989,55.195,51.3723,690.462
1930,4682.58,4393.31,3980.04,3778.84,3650.74,3329.71,3406.58,3144.74,2893.8,2679.58,2486.94,2321.02,2183.99,2072.07,1965.75,1863.86,1753.81,1639.68,1536.15,1443.61,1362.01,1287.19,1218.68,1154.84,1093.65,1034.06,975.842,918.999,863.731,810.702,760.062,711.972,666.624,623.981,583.968,546.479,511.328,478.315,447.301,418.162,390.791,366.113,341.877,319.166,297.907,278.038,259.472,242.117,225.889,210.714,196.525,183.261,170.865,159.283,148.465,138.363,128.932,120.13,111.917,104.253,97.1053,90.4386,84.222,78.4261,73.0231,67.9872,63.294,58.9209,54.8464,51.0506,686.133
